fixture_id,universe,rank,product_id,title,categories,embedded_features,price,coordinate,component,side
u2_override_s9_final,m0_full_catalogue,2,B09JSRMBBM,Christmas T Shirt Womens Letter Printed Long Short Sleeve Tops Holiday Shirt Christmas Tree Tee Shirts,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""T-Shirts""]","[""100% Spandex"", ""Pull On closure"", ""❤️【FASHION DESIGN】- Merry and bright letters printed tee, funny and cute letters,classical round neck. Casual style, this christmas top shirt will make you more attractive,more fashionable.""]",9.99,-0.2961130906034511,2,negative
u2_override_s9_final,m0_full_catalogue,3,B09WMDYB5Z,Women's Casual Blouse Elegant Office Chiffon Tops Fleece Sweatshirts Tshirts,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""T-Shirts""]","[""100% Cotton"", ""美国制造"", ""Pull On closure""]",,-0.29178138065055154,2,negative
u2_override_s9_final,m0_full_catalogue,4,B07KNRH5QB,Women Animal Bear Tops Graphic Cute Funny Saying Cotton T-Shirt Tees Army Green XL,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""T-Shirts""]","[""100% Cotton"", ""Pull On closure""]",,-0.289966038959849,2,negative
u2_override_s9_final,m0_full_catalogue,5,B06XCX24JS,AOMEI Women's Cotton Round Neck Short Sleeve Striped Tee Shirts Tops T-Shirt,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""T-Shirts""]","[""100% Cotton"", ""Imported"", ""Pull On closure""]",17.8,-0.2865666970133121,2,negative
u2_override_s9_final,m0_full_catalogue,1,B084GG69PT,Women's Casual Summer Maxi Dress - Tropical Floral Print Boho Flowy Long One Piece Beach Party Sundress,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Dresses""]","[""97% Polyester, 3% Spandex"", ""Made in USA"", ""Tie closure""]",,0.3312928729928829,2,positive
u2_override_s9_final,m0_full_catalogue,2,B08F5G843H,YESNO Summer Dresses for Women Casual Loose Bohemian Floral Dress with Pockets Spaghetti Strap Maxi Dress E75,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Dresses"", ""Casual""]","[""Fabric: 100% Cotton, Soft, Comfy, Breathable and keep you cool;"", ""Imported"", ""Pull On closure""]",39.99,0.31899598679047203,2,positive
u2_override_s9_final,m0_full_catalogue,3,B06Y52LB7F,Hotgirldress Women's Bohemian Style Waist Band Cotton Maxi Skirt Dress,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Skirts""]","[""Linen,Cotton"", ""Elastic closure"", ""Kind Notice: ONE Size doesn't fit all: waist stretch range 23\""- 33\"", 3 lengths for size option: 85cm/95CM - 33\""/37\""/, Bottom hem: 24ft (Model in picture: Height/weight 162CM/45KG (5'4\""/100LB); BWH:80/61/85 - wears 85CM) If you are similar with the model, choose 85CM-length, if you are between 165-175CM, please choose 95CM""]",,0.3159000438244633,2,positive
u2_override_s9_final,m0_full_catalogue,4,B07WLM4LMQ,BONYA Women Bohemian Colorful Patchwork Smocked Bust Spaghetti Maxi Dress,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Dresses""]","[""100% Rayon"", ""Imported"", ""Adorable boho colorful patchwork smocked bust maxi dress""]",,0.3145063727601778,2,positive
u2_override_s9_final,m0_full_catalogue,5,B08YNWK2VP,Women’s V Neck Maxi Boho Dress Floral Print,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Dresses"", ""Club & Night Out""]","[""100% Rayon Fabric Dresses for Womens"", ""Imported"", ""Rayon lining""]",,0.31199267182221235,2,positive
u2_override_s9_final,m0_full_catalogue,1,B088YP2LW8,Hcaixing Women's Mid Waist Cotton Underwear Soft Breathable panties(5 Pack),"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Lingerie"", ""Panties"", ""Briefs""]","[""95% Cotton, 5% Spandex"", ""Machine Wash"", ""HIGH QUALITY COTTON FABRIC； These mid-high waisted cotton underwear are made of 95% organic cotton and 5% spandex. solid and high elastic,soft and breathable,colors are bright and shinning,colors never fade.""]",16.99,-0.42772620272899353,3,negative
u2_override_s9_final,m0_full_catalogue,2,B09P32NQ8V,Pirhosigma Ladies Briefs Women's Underwear Panty Panties Comfort Cool Soft Cotton 3 pack in 3 colors Color Contrast Style,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Lingerie"", ""Panties"", ""Briefs""]","[""100% Cotton"", ""Machine Wash"", ""95% Cotton, 5% Spandex""]",,-0.427029121192291,3,negative
u2_override_s9_final,m0_full_catalogue,3,B0897FWZG1,Cotton Underwear For Women Seamless Bikini Panties Calzones De Mujer 6-pack,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Lingerie"", ""Panties"", ""Bikinis""]","[""Womens Cotton Bikini Underwear Body: 95% Cotton, 5% Spandex"", ""Machine Wash"", ""PREMIUM WOMEN’S UNDERWEAR: Soft cotton underwear with moderate colors combine cutting-edge fashion and comfortable function, let it become a good choice underwear for women. Our cotton panties with simple design which is perfect for any occasion, let you to focus on your workout, keeps you comfy wearing all day & night""]",,-0.39335274804115655,3,negative
u2_override_s9_final,m0_full_catalogue,4,B07WTC11SR,ROCHVIE Underwear for Women Cotton Panties Full Coverage Soft Womens Underwear Briefs,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Lingerie"", ""Panties"", ""Briefs""]","[""100% Cotton"", ""Machine Wash"", ""❤95% Cotton, 5% Spandex of Women's Underwear Multipack. Beautiful colors. Machine Wash with laundry bag""]",,-0.3918172154895549,3,negative
u2_override_s9_final,m0_full_catalogue,5,B07XXMJ4JV,"OLIKEME Women's Soft Cotton Underwear Panties,Ladies Mid-Waist Comfortable Hipster Hipster Underwear Women 2 Pack,Multicolored XXL","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Lingerie"", ""Panties"", ""Briefs""]","[""100% Cotton"", ""Hand Wash Only"", ""1.❀❀100% SATISFACTION CUSTOMER SERVICE❀❀ If you receive the Wrong Size/Wrong items/Defective Product, please feel free to contact us for refund/replacement. And we desire to know your true ideas of all details about the items, so that we can do better at products&service.""]",,-0.3841611842144898,3,negative
u2_override_s9_final,m0_full_catalogue,1,B089SKM4RR,Casual Tshirt Dresses for Women Boho Sundress Floral Tank Sleeveless Swing Dress 2XL Sun Floral1 New,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Swimsuits & Cover Ups"", ""Cover-Ups""]","[""Material:Polyester.Light weight Soft and Comfortable"", ""Sundresses for women with two side hidden pockets,casual summer dress,round-neck,midi knee length,sleeveless casual loose style,A-line t-shirt dress"", ""Sunflower Tunic shirt dresses for women with soft and stretchy fabric makes it light and ideal for summer,autumn""]",,0.2320797453574382,3,positive
u2_override_s9_final,m0_full_catalogue,2,B09YLMJ2DF,Tops for Women Casual Summer 3/4 Sleeve Button Down Loose Fit Shirts Trendy Floral Print Tunic Tees Blouses,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""Tunics""]","[""womens tops"", ""▶women clothing on sales clearance big promotion"", ""🌸Size: Recommend 1-2 size up.To choose the right size, please refer to the size chart in the image.""]",5.99,0.2063168618534253,3,positive
u2_override_s9_final,m0_full_catalogue,3,B09C7TT7JV,"Womens Summer Tops Dressy Casual, Shirts for Women, Womens Short Sleeve Tops, Women's Fashion V Neck Solid T Shirts Loose Fit Tunic Casual Summer Top Blouses Shirts","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""T-Shirts""]","[""womens tops dressy casual"", ""Gifts for Women/Mom🔥🔥🔥 Gibbself Store 2022 Summer Deals Big Clearance🔥🔥🔥😍😍Buy 2 get 8% off, Buy 3 get 12% off, Buy 4 get 15% off, Buy 5 get 20% off."", ""🌈🌈【SHIPPING INFORMATION】Expedited Shipping: 3-7 Days. Standard shipping:10-20 Days.""]",6.89,0.2005312356913977,3,positive
u2_override_s9_final,m0_full_catalogue,4,B07B7DVG81,"DREAMLOVER Womens Summer Floral Print T-Shirt Sleeveless Casual Blouses, Yellow, Small","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""Blouses & Button-Down Shirts""]","[""Do Not Bleach""]",,0.1915967316045908,3,positive
u2_override_s9_final,m0_full_catalogue,5,B07CMTD5WL,Women Summer V Neck Short Sleeve Floral Irregular Hem Asymmetrical Tunic Shirt,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""T-Shirts""]","[""Pull On closure"", ""Hang to dry"", ""Material:95% Polyester, 5% Spandex£»Very comfortable and lightweight£¬breathable£»""]",,0.18782614373520026,3,positive
u2_override_s9_final,m0_full_catalogue,1,B07C8FM56N,Men's 3 Pairs Hipster Colorful Rainbow Stripe Artistic Crew Dress Socks,"[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Socks & Hosiery"", ""Socks""]","[""Polyester,Spandex"", ""Tumble Dry,Machine Wash"", ""Color Assorted 3 Pairs Crew Socks Per Pack""]",,-0.34508286838179736,4,negative
u2_override_s9_final,m0_full_catalogue,2,B0762JQ7LX,Women Tie Dye Athletic Sock Women Cotton Sock 3 Pairs Pack,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Socks & Hosiery"", ""Socks""]","[""75%Cotton 22%Nylon 3%Spandex"", ""Imported"", ""Machine Wash""]",,-0.3119086357580257,4,negative
u2_override_s9_final,m0_full_catalogue,3,B01N5OJ07E,Free Your Mind. Bright Rainbow Tie-Dye Graphic Unisex Tee,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""T-Shirts""]","[""100% Cotton"", ""Drawstring closure"", ""Machine Wash""]",,-0.31068516856222267,4,negative
u2_override_s9_final,m0_full_catalogue,4,B08FHRTQDK,"Tie Dye T-Shirt Women Sunflower Print Funny Graphic Tee Summer Casual Short Sleeve Shirt Tops (As Shown, Large)","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""T-Shirts""]","[""Pull On closure"", ""Hand Wash Only""]",,-0.3078687946756692,4,negative
u2_override_s9_final,m0_full_catalogue,5,B07SLF1JFQ,Morning Drawer Unisex Fun Socks - Colorful Funny Novelty Crazy Crew Socks Packs,"[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Women"", ""Socks & Hosiery"", ""Socks""]","[""Polyester,Spandex"", ""80% Polyester/17% Spandex/3% Rubber | Made in Mexico"", ""Machine Wash""]",6.49,-0.2909631296746516,4,negative
u2_override_s9_final,m0_full_catalogue,1,B08C24HS58,"Women Flannel Shirt with Long Sleeves, Pure Cotton Plaid Button Clothing","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""Blouses & Button-Down Shirts""]","[""100% Cotton"", ""Button closure"", ""Fabric: Pure Cotton""]",,0.3108480705749367,4,positive
u2_override_s9_final,m0_full_catalogue,2,B08Z3GRRZS,SCOFEEL Women's Cotton Linen Shirts Retro Chinese Frog Button Tops Blouse with Jacquard Azure,"[""Clothing, Shoes & Jewelry"", ""Westlake""]","[""Button closure"", ""Wash cold""]",,0.2652488152487499,4,positive
u2_override_s9_final,m0_full_catalogue,3,B098R3VXP6,Women's Casual Linen Long Blouses Tops Button Down Shirts Cotton Shirt Dresses Tops with Pockets,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""Blouses & Button-Down Shirts""]","[""Linen,Polyester,Cotton"", ""Button closure"", ""Material: 50Percent Polyester+10Percent Cotton, soft, comfortable, breathable, skin-friendly, comfy to touch and wear, makes you feeling well.breathable material,comfy to wear.""]",,0.2638664592339432,4,positive
u2_override_s9_final,m0_full_catalogue,4,B01LZ37Y4F,CHICFOR Women's Loose Casual Long Sleeve Cotton Shirt Tunic Tops Blouse,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""Blouses & Button-Down Shirts""]","[""100% Cotton"", ""Hand Wash Only"", ""NOTICE: Asia Size!!! Before order, please refer to ourself size chart.(NOT the Amazon size chart or USA size)Or the item you received may be smaller than you expected.""]",12.99,0.2482524807530514,4,positive
u2_override_s9_final,m0_full_catalogue,5,B08DLGP3VF,"SCOFEEL Women's Cotton Linen Shirts Retro Chinese Frog Button Tops Blouse with Jacquard (XX-Large, Pink)","[""Clothing, Shoes & Jewelry"", ""Westlake""]","[""100% Cotton"", ""Button closure"", ""Wash cold""]",,0.24822870092290972,4,positive
u2_override_s9_final,m0_full_catalogue,1,B07CLTP3B4,Geometric Pink Patterns Patchwork Leggings for Women Large,"[""Clothing, Shoes & Jewelry"", ""Westlake""]",[],,-0.4026925357465116,5,negative
u2_override_s9_final,m0_full_catalogue,2,B01N5I9OX5,"Happy Trunks Women's Hippie Yoga Elephant Pants S M L 8 Colors - Harem Pants by (Medium, Blue Peacock)","[""Clothing, Shoes & Jewelry"", ""Westlake""]",[],,-0.3189637642936858,5,negative
u2_override_s9_final,m0_full_catalogue,3,B08VX64B53,PINKMARCO womens Casual,"[""Clothing, Shoes & Jewelry"", ""Westlake""]",[],,-0.31549576534559864,5,negative
u2_override_s9_final,m0_full_catalogue,4,B07FDLMDNX,Print Leggings for Women Plus Size Soft with Design Floral Cute Under Pants Black Lilac,"[""Clothing, Shoes & Jewelry"", ""Westlake""]",[],,-0.2991695625100415,5,negative
u2_override_s9_final,m0_full_catalogue,5,B01KZK4BIQ,Women's African Print Maxi Skirt Summer Beach Dress,"[""Clothing, Shoes & Jewelry"", ""Westlake""]","[""Importado""]",,-0.2943195596082429,5,negative
u2_override_s9_final,m0_full_catalogue,1,B071781N8X,Dorekim Women’s Sleeveless 100% Cotton Blue Sling Dress Embroidery With Lace At Collar Casual Nightshirt DK1994,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Sleep & Lounge"", ""Nightgowns & Sleepshirts""]","[""100% Cotton"", ""<b>100% COTTON FABRIC<b> - Super comfortable Pure cotton nightshirt in beautiful blue fabric. 100% cotton material makes the night shirt super soft and will not pill ball or deform."", ""<b>COMFORTABLE SLEEP<b> - Breathable ultra-lightweight soft night gown will keep you cool and comfortable throughout. This premium fabric is soft to the touch and easy to the skin.""]",,0.29971297407043196,5,positive
u2_override_s9_final,m0_full_catalogue,2,B0897FWZG1,Cotton Underwear For Women Seamless Bikini Panties Calzones De Mujer 6-pack,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Lingerie"", ""Panties"", ""Bikinis""]","[""Womens Cotton Bikini Underwear Body: 95% Cotton, 5% Spandex"", ""Machine Wash"", ""PREMIUM WOMEN’S UNDERWEAR: Soft cotton underwear with moderate colors combine cutting-edge fashion and comfortable function, let it become a good choice underwear for women. Our cotton panties with simple design which is perfect for any occasion, let you to focus on your workout, keeps you comfy wearing all day & night""]",,0.28676952896585234,5,positive
u2_override_s9_final,m0_full_catalogue,3,B09ZPTXMBY,"Casual Summer Dresses for Women - Women's Cotton Short Sleeve Dress with Tie Waist, V-Neck, A-Line","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Dresses""]","[""Made from 100% cotton, this lightweight casual dress is strong yet breathable, perfect for travel or a busy day."", ""Sustainably manufactured for Cleo Cora and imported."", ""Button closure""]",14.79,0.28568192625780814,5,positive
u2_override_s9_final,m0_full_catalogue,4,B071WDJYDH,Ezi Women's V-Neck Sleeveless Cotton-rich Lingerie Nightgown,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Sleep & Lounge"", ""Nightgowns & Sleepshirts""]","[""100% Cotton"", ""Imported"", ""Pull On closure""]",,0.2791308935892661,5,positive
u2_override_s9_final,m0_full_catalogue,5,B0895GRVYV,YATHON Casual Dresses for Women Sleeveless Cotton Summer Beach Dress A Line Spaghetti Strap Sundresses with Pockets,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Dresses""]","[""COMFY SOFT STRETCHY MATERIAL : 65%Cotton,35%Polyester. Casual dresses for women is made from a lightweight and skin-touch, good stretchy soft fabric. Double-Layers on the top part, Not-see through."", ""进口"", ""Zipper closure""]",17.89,0.2623833673509119,5,positive
u2_override_s9_final,m0_full_catalogue,1,B073SDDC1Y,"Celebrate Shop Holiday Arcade Women's Colorblock Christmas Cotton Sweater (M, Charcoal Heather Gray)","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Sweaters"", ""Pullovers""]","[""100% Cotton""]",,-0.2729957613076459,6,negative
u2_override_s9_final,m0_full_catalogue,2,B09L815H4H,Womens Patchwork Stitching Floral Print Corduroy Shift Dress Midi Length 3/4 Sleeves Dresses for Women with Pockets Fall,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Dresses"", ""Casual""]","[""Corduroy"", ""Machine Wash"", ""[NOTE]: Corduroy material, no elasticity at all, before order, please carefully read the Size Chart we provided in the pictures.And our size is smaller than the US size, it is recommended that you buy one or two sizes larger thanks! [WASHING INSTRUCTION ]: Machine wash, recommend with a laundry bag / Do Not Bleach / Hang or Line Dry.""]",,-0.2662644130330004,6,negative
u2_override_s9_final,m0_full_catalogue,3,B01879PLQ8,Clothink Women Color Block Cotton Long Sleeve Hoodie Sweatshirt Tops,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Fashion Hoodies & Sweatshirts""]","[""60% Cotton, 40% Polyester"", ""Pull On closure"", ""We have modified clothing size according to customers' feedback, Please refer to the size measurement below before ordering""]",,-0.26534805769694264,6,negative
u2_override_s9_final,m0_full_catalogue,4,B07HKSNS4V,JO&JO Women Sweater Pullover Long Sleeves Coat Outwear Multicolour Warm Oversize,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Sweaters"", ""Pullovers""]","[""Fashion cotton blends made long sleeve loose pullovers design suitable to wear in different season and occasions, easy to go and fit with other clothes"", ""It suits for outdoor, indoor, working, shopping, business, casual, ball, prom, wedding, party, club, festival, travelling, jogging, etc"", ""Special Christmas style, perfect Christmas gift""]",,-0.2531328106605444,6,negative
u2_override_s9_final,m0_full_catalogue,5,B07B7J5TB9,MCKOL Women Cocktail Cap Sleeve V Neck Striped Elegant Flare Dress,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Dresses"", ""Casual""]","[""60% cotton 35% polyamide 5% spandex"", ""Pull On closure"", ""Machine Wash""]",,-0.2475248665888865,6,negative
u2_override_s9_final,m0_full_catalogue,1,B088M1K4YR,"CAIANFEN Womens Cotton Underwear High Waist Panties Hipter Compression Full Coverage Briefs Multipack X-Large,Multicoloured","[""Clothing, Shoes & Jewelry"", ""Westlake""]","[""Machine Wash""]",,0.31537735627277297,6,positive
u2_override_s9_final,m0_full_catalogue,2,B01N5I9OX5,"Happy Trunks Women's Hippie Yoga Elephant Pants S M L 8 Colors - Harem Pants by (Medium, Blue Peacock)","[""Clothing, Shoes & Jewelry"", ""Westlake""]",[],,0.2999669952453891,6,positive
u2_override_s9_final,m0_full_catalogue,3,B07TX7G1NZ,"OPIBOO Women's Cotton Underwear,Soft Underwear Women Briefs,Ladies Comfort Breathable Underwear Briefs Panties (Multicolored-4, Large)","[""Clothing, Shoes & Jewelry"", ""Westlake""]","[""Hand Wash Only""]",,0.283799279612224,6,positive
u2_override_s9_final,m0_full_catalogue,4,B083D9V8W4,"Buankoxy Women's Bikini Panties Breathable Low Rise Cotton Viscose Underwear(6, Multi Colors)","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Lingerie"", ""Panties"", ""Bikinis""]","[""Hand Wash Only""]",,0.26654200955091906,6,positive
u2_override_s9_final,m0_full_catalogue,5,B072FTMJZ4,Ekouaer Women Cotton Breathable Thongs Briefs Tangas Sexy Ladies Panties Underwear 3 Pack Purple/Blue/Rose Red L,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Lingerie"", ""Panties""]","[""100% Cotton""]",,0.2551630472570973,6,positive
u2_override_s9_final,m0_full_catalogue,1,B088M1K4YR,"CAIANFEN Womens Cotton Underwear High Waist Panties Hipter Compression Full Coverage Briefs Multipack X-Large,Multicoloured","[""Clothing, Shoes & Jewelry"", ""Westlake""]","[""Machine Wash""]",,-0.2277857357018446,7,negative
u2_override_s9_final,m0_full_catalogue,2,B0792TWF7C,Wealurre Women's Cotton Thong Breathable Panties Low Rise Underwear,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Lingerie"", ""Panties"", ""G-Strings & Thongs""]","[""95% Cotton 5% Spandex( Color Stripe Green:47% Cotton 47% Viscose 6% Spandex)"", ""Machine Wash"", ""MATERIAL - High cotton fabric material,95%cotton and 5%spandex, elasticy.""]",19.99,-0.2143894552201358,7,negative
u2_override_s9_final,m0_full_catalogue,3,B095H8JKTR,Color Block Jeans for Women High Waisted Straight Leg Stretch Patchwork Denim Pants Womens Girls Patch Pencil Jeans,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Jeans""]","[""Button closure"", ""Premium Ultra-stretch Fabric: the fashion pants for women, made of 73% Cotton, 25% Polyester, 2% Spandex, comfortable and lightweight to wear."", ""Fashion Design: High waist color block patchwork straight distressed jeans, zipper and button closure, pockets on the front and back.""]",,-0.21165925928749107,7,negative
u2_override_s9_final,m0_full_catalogue,4,B01M310J8J,"Denim Jeans,Morecome Fashion Women Multi Colors Girl Casual Jeans Pants (L, White)","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Jeans""]",[],,-0.2028425056202079,7,negative
u2_override_s9_final,m0_full_catalogue,5,B088YP2LW8,Hcaixing Women's Mid Waist Cotton Underwear Soft Breathable panties(5 Pack),"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Lingerie"", ""Panties"", ""Briefs""]","[""95% Cotton, 5% Spandex"", ""Machine Wash"", ""HIGH QUALITY COTTON FABRIC； These mid-high waisted cotton underwear are made of 95% organic cotton and 5% spandex. solid and high elastic,soft and breathable,colors are bright and shinning,colors never fade.""]",16.99,-0.1975932485928739,7,negative
