sample_id,split,oracle_scenario_type,turn,retrieval_category,active_evidence,agent_query,fallback_activated,fallback_reasons,exact_all_phrases_candidate_count,exact_highest_match_count,exact_highest_tier_candidate_count,oracle_target_asin,exact_only_top_10,diagnostic_exact_only_target_rank,exact_stateful_bm25_rrf_top_10,diagnostic_exact_stateful_bm25_rrf_target_rank,exact_field_aware_bm25_rrf_top_10,diagnostic_exact_field_aware_bm25_rrf_target_rank,exact_dense_rrf_top_10,diagnostic_exact_dense_rrf_target_rank,exact_generic_field_dense_rrf_top_10,diagnostic_exact_generic_field_dense_rrf_target_rank
public_0004,calibration,intent_override,9,Tops & Tees Tanks & Camis,"[""polyester"", ""Polyester,Cotton,Spandex"", ""Quality soft cottonblend camisole, 95% cotton, 5% spandex, Neon Colors 57% cotton 38% polyester 5% spandex"", ""Long torso camisole for extra coverage with spagetti adjustable strap for perfect fit""]","Tops & Tees Tanks & Camis polyester Polyester,Cotton,Spandex Quality soft cottonblend camisole, 95% cotton, 5% spandex, Neon Colors 57% cotton 38% polyester 5% spandex Long torso camisole for extra coverage with spagetti adjustable strap for perfect fit",False,[],1,5,1,B07C2XPZ6D,"[""B07C2XPZ6D"", ""B07NWXM3XW"", ""B0BLCRYV5G"", ""B0776SVXW9"", ""B07ZX1QPRB"", ""B01M4OJJ3X"", ""B07X4239HW"", ""B07YWJ7KVZ"", ""B08J4BKB6K"", ""B095RXJ7DF""]",1,"[""B07C2XPZ6D"", ""B07NWXM3XW"", ""B0BLCRYV5G"", ""B0776SVXW9"", ""B07ZX1QPRB"", ""B01M4OJJ3X"", ""B07X4239HW"", ""B07YWJ7KVZ"", ""B08J4BKB6K"", ""B095RXJ7DF""]",1,"[""B07C2XPZ6D"", ""B07NWXM3XW"", ""B0BLCRYV5G"", ""B0776SVXW9"", ""B07ZX1QPRB"", ""B01M4OJJ3X"", ""B07X4239HW"", ""B07YWJ7KVZ"", ""B08J4BKB6K"", ""B095RXJ7DF""]",1,"[""B07C2XPZ6D"", ""B07NWXM3XW"", ""B0BLCRYV5G"", ""B0776SVXW9"", ""B07ZX1QPRB"", ""B01M4OJJ3X"", ""B07X4239HW"", ""B07YWJ7KVZ"", ""B08J4BKB6K"", ""B095RXJ7DF""]",1,"[""B07C2XPZ6D"", ""B07NWXM3XW"", ""B0BLCRYV5G"", ""B0776SVXW9"", ""B07ZX1QPRB"", ""B01M4OJJ3X"", ""B07X4239HW"", ""B07YWJ7KVZ"", ""B08J4BKB6K"", ""B095RXJ7DF""]",1
public_0004,calibration,intent_override,10,Tops & Tees Tanks & Camis,"[""polyester"", ""Polyester,Cotton,Spandex"", ""Quality soft cottonblend camisole, 95% cotton, 5% spandex, Neon Colors 57% cotton 38% polyester 5% spandex"", ""Long torso camisole for extra coverage with spagetti adjustable strap for perfect fit""]","Tops & Tees Tanks & Camis polyester Polyester,Cotton,Spandex Quality soft cottonblend camisole, 95% cotton, 5% spandex, Neon Colors 57% cotton 38% polyester 5% spandex Long torso camisole for extra coverage with spagetti adjustable strap for perfect fit",False,[],1,5,1,B07C2XPZ6D,"[""B07C2XPZ6D"", ""B07NWXM3XW"", ""B0BLCRYV5G"", ""B0776SVXW9"", ""B07ZX1QPRB"", ""B01M4OJJ3X"", ""B07X4239HW"", ""B07YWJ7KVZ"", ""B08J4BKB6K"", ""B095RXJ7DF""]",1,"[""B07C2XPZ6D"", ""B07NWXM3XW"", ""B0BLCRYV5G"", ""B0776SVXW9"", ""B07ZX1QPRB"", ""B01M4OJJ3X"", ""B07X4239HW"", ""B07YWJ7KVZ"", ""B08J4BKB6K"", ""B095RXJ7DF""]",1,"[""B07C2XPZ6D"", ""B07NWXM3XW"", ""B0BLCRYV5G"", ""B0776SVXW9"", ""B07ZX1QPRB"", ""B01M4OJJ3X"", ""B07X4239HW"", ""B07YWJ7KVZ"", ""B08J4BKB6K"", ""B095RXJ7DF""]",1,"[""B07C2XPZ6D"", ""B07NWXM3XW"", ""B0BLCRYV5G"", ""B0776SVXW9"", ""B07ZX1QPRB"", ""B01M4OJJ3X"", ""B07X4239HW"", ""B07YWJ7KVZ"", ""B08J4BKB6K"", ""B095RXJ7DF""]",1,"[""B07C2XPZ6D"", ""B07NWXM3XW"", ""B0BLCRYV5G"", ""B0776SVXW9"", ""B07ZX1QPRB"", ""B01M4OJJ3X"", ""B07X4239HW"", ""B07YWJ7KVZ"", ""B08J4BKB6K"", ""B095RXJ7DF""]",1
public_0005,calibration,buying,1,Outdoor & Work Snow & Cold Weather,"[""leather""]",Outdoor & Work Snow & Cold Weather leather,True,"[""highest_exact_match_tier_exceeds_top_10""]",86,2,86,B074G1JP8Z,"[""B0BQM89G79"", ""B01N6GQYJ5"", ""B018TA64VQ"", ""B0BQ1DSLKS"", ""B0091GVUEE"", ""B00HQ4ZVRA"", ""B00Q7JDXC0"", ""B018WBZ8TG"", ""B0773SJQFT"", ""B08GM2QC8D""]",,"[""B004KNW8QM"", ""B018TA64VQ"", ""B001AO2Y4U"", ""B01N4BN77E"", ""B018ZXLBOM"", ""B00Q7UBSTO"", ""B078JDQMTL"", ""B01N6GQYJ5"", ""B018WBZ8TG"", ""B0031MAI56""]",,"[""B00Q7JDXC0"", ""B01N6GQYJ5"", ""B0BQM89G79"", ""B018WBZ8TG"", ""B01ALHKQKK"", ""B0BQ1DSLKS"", ""B074G1JP8Z"", ""B00Q7JMFV0"", ""B018TA64VQ"", ""B00ICMLXTK""]",7,"[""B09FXYPY7T"", ""B075S1VVFP"", ""B01N6GQYJ5"", ""B08GM2QC8D"", ""B098WSZ5KD"", ""B073DKHC4D"", ""B08PVJ3KQB"", ""B00Q7JDXC0"", ""B001AO2Y4U"", ""B004LDLVQO""]",,"[""B098WSZ5KD"", ""B01N6GQYJ5"", ""B01N5F6LF7"", ""B09FXYPY7T"", ""B018WBZ8TG"", ""B00Q7JDXC0"", ""B001AO2Y4U"", ""B074G1JP8Z"", ""B004LDLVQO"", ""B07TF57X7J""]",8
public_0005,calibration,buying,2,Outdoor & Work Snow & Cold Weather,"[""leather"", ""Rubber sole"", ""Shaft measures approximately 8.37\"" from arch""]","Outdoor & Work Snow & Cold Weather leather Rubber sole Shaft measures approximately 8.37"" from arch",False,[],1,4,1,B074G1JP8Z,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B0BQ1DSLKS"", ""B075S1VVFP"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B0773SJQFT"", ""B00Q7JDXC0"", ""B018WBZ8TG"", ""B018ZXLBOM""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B0BQ1DSLKS"", ""B075S1VVFP"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B0773SJQFT"", ""B00Q7JDXC0"", ""B018WBZ8TG"", ""B018ZXLBOM""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B0BQ1DSLKS"", ""B075S1VVFP"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B0773SJQFT"", ""B00Q7JDXC0"", ""B018WBZ8TG"", ""B018ZXLBOM""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B0BQ1DSLKS"", ""B075S1VVFP"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B0773SJQFT"", ""B00Q7JDXC0"", ""B018WBZ8TG"", ""B018ZXLBOM""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B0BQ1DSLKS"", ""B075S1VVFP"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B0773SJQFT"", ""B00Q7JDXC0"", ""B018WBZ8TG"", ""B018ZXLBOM""]",1
public_0005,calibration,buying,3,Outdoor & Work Snow & Cold Weather,"[""leather"", ""Rubber sole"", ""Shaft measures approximately 8.37\"" from arch"", ""Warm And Comfortable Women\u2019s Winter Boots: These Women Winter Boots Featuring Thermolite Insulation Rated To -15F. Fully Lined With Soft Faux Fur To Keep The Feet Warm All Day Long""]","Outdoor & Work Snow & Cold Weather leather Rubber sole Shaft measures approximately 8.37"" from arch Warm And Comfortable Women’s Winter Boots: These Women Winter Boots Featuring Thermolite Insulation Rated To -15F. Fully Lined With Soft Faux Fur To Keep The Feet Warm All Day Long",False,[],1,5,1,B074G1JP8Z,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1
public_0005,calibration,buying,4,Outdoor & Work Snow & Cold Weather,"[""leather"", ""Rubber sole"", ""Shaft measures approximately 8.37\"" from arch"", ""Warm And Comfortable Women\u2019s Winter Boots: These Women Winter Boots Featuring Thermolite Insulation Rated To -15F. Fully Lined With Soft Faux Fur To Keep The Feet Warm All Day Long""]","Outdoor & Work Snow & Cold Weather leather Rubber sole Shaft measures approximately 8.37"" from arch Warm And Comfortable Women’s Winter Boots: These Women Winter Boots Featuring Thermolite Insulation Rated To -15F. Fully Lined With Soft Faux Fur To Keep The Feet Warm All Day Long",False,[],1,5,1,B074G1JP8Z,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1
public_0005,calibration,buying,5,Outdoor & Work Snow & Cold Weather,"[""leather"", ""Rubber sole"", ""Shaft measures approximately 8.37\"" from arch"", ""Warm And Comfortable Women\u2019s Winter Boots: These Women Winter Boots Featuring Thermolite Insulation Rated To -15F. Fully Lined With Soft Faux Fur To Keep The Feet Warm All Day Long""]","Outdoor & Work Snow & Cold Weather leather Rubber sole Shaft measures approximately 8.37"" from arch Warm And Comfortable Women’s Winter Boots: These Women Winter Boots Featuring Thermolite Insulation Rated To -15F. Fully Lined With Soft Faux Fur To Keep The Feet Warm All Day Long",False,[],1,5,1,B074G1JP8Z,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1
public_0005,calibration,buying,6,Outdoor & Work Snow & Cold Weather,"[""leather"", ""Rubber sole"", ""Shaft measures approximately 8.37\"" from arch"", ""Warm And Comfortable Women\u2019s Winter Boots: These Women Winter Boots Featuring Thermolite Insulation Rated To -15F. Fully Lined With Soft Faux Fur To Keep The Feet Warm All Day Long""]","Outdoor & Work Snow & Cold Weather leather Rubber sole Shaft measures approximately 8.37"" from arch Warm And Comfortable Women’s Winter Boots: These Women Winter Boots Featuring Thermolite Insulation Rated To -15F. Fully Lined With Soft Faux Fur To Keep The Feet Warm All Day Long",False,[],1,5,1,B074G1JP8Z,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1
public_0005,calibration,buying,7,Outdoor & Work Snow & Cold Weather,"[""leather"", ""Rubber sole"", ""Shaft measures approximately 8.37\"" from arch"", ""Warm And Comfortable Women\u2019s Winter Boots: These Women Winter Boots Featuring Thermolite Insulation Rated To -15F. Fully Lined With Soft Faux Fur To Keep The Feet Warm All Day Long""]","Outdoor & Work Snow & Cold Weather leather Rubber sole Shaft measures approximately 8.37"" from arch Warm And Comfortable Women’s Winter Boots: These Women Winter Boots Featuring Thermolite Insulation Rated To -15F. Fully Lined With Soft Faux Fur To Keep The Feet Warm All Day Long",False,[],1,5,1,B074G1JP8Z,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1
public_0005,calibration,buying,8,Outdoor & Work Snow & Cold Weather,"[""leather"", ""Rubber sole"", ""Shaft measures approximately 8.37\"" from arch"", ""Warm And Comfortable Women\u2019s Winter Boots: These Women Winter Boots Featuring Thermolite Insulation Rated To -15F. Fully Lined With Soft Faux Fur To Keep The Feet Warm All Day Long""]","Outdoor & Work Snow & Cold Weather leather Rubber sole Shaft measures approximately 8.37"" from arch Warm And Comfortable Women’s Winter Boots: These Women Winter Boots Featuring Thermolite Insulation Rated To -15F. Fully Lined With Soft Faux Fur To Keep The Feet Warm All Day Long",False,[],1,5,1,B074G1JP8Z,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1
public_0005,calibration,buying,9,Outdoor & Work Snow & Cold Weather,"[""leather"", ""Rubber sole"", ""Shaft measures approximately 8.37\"" from arch"", ""Warm And Comfortable Women\u2019s Winter Boots: These Women Winter Boots Featuring Thermolite Insulation Rated To -15F. Fully Lined With Soft Faux Fur To Keep The Feet Warm All Day Long""]","Outdoor & Work Snow & Cold Weather leather Rubber sole Shaft measures approximately 8.37"" from arch Warm And Comfortable Women’s Winter Boots: These Women Winter Boots Featuring Thermolite Insulation Rated To -15F. Fully Lined With Soft Faux Fur To Keep The Feet Warm All Day Long",False,[],1,5,1,B074G1JP8Z,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1
public_0005,calibration,buying,10,Outdoor & Work Snow & Cold Weather,"[""leather"", ""Rubber sole"", ""Shaft measures approximately 8.37\"" from arch"", ""Warm And Comfortable Women\u2019s Winter Boots: These Women Winter Boots Featuring Thermolite Insulation Rated To -15F. Fully Lined With Soft Faux Fur To Keep The Feet Warm All Day Long""]","Outdoor & Work Snow & Cold Weather leather Rubber sole Shaft measures approximately 8.37"" from arch Warm And Comfortable Women’s Winter Boots: These Women Winter Boots Featuring Thermolite Insulation Rated To -15F. Fully Lined With Soft Faux Fur To Keep The Feet Warm All Day Long",False,[],1,5,1,B074G1JP8Z,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1,"[""B074G1JP8Z"", ""B01N6GQYJ5"", ""B075S1VVFP"", ""B0BQ1DSLKS"", ""B08GM2QC8D"", ""B09FXYPY7T"", ""B00Q7JDXC0"", ""B0773SJQFT"", ""B00HQ4ZVRA"", ""B08GK5PSMZ""]",1
public_0006,evaluation,browsing,1,Basketball Men,[],Basketball Men,True,"[""no_active_constraint"", ""highest_exact_match_tier_exceeds_top_10""]",19,1,19,B071F2Z7JG,"[""B0BJ9HLZ9L"", ""B00HQCY3CG"", ""B01N1UA1Q6"", ""B01N5HGJ8E"", ""B071F2Z7JG"", ""B007023PU8"", ""B00YQ48YI6"", ""B072KHDZND"", ""B0781F25RD"", ""B08R3CKZ67""]",5,"[""B00HQCY3CG"", ""B0BJ9HLZ9L"", ""B01N1UA1Q6"", ""B072KHDZND"", ""B074WHX76L"", ""B0781F25RD"", ""B01N5HGJ8E"", ""B08TVBG424"", ""B00NU925RY"", ""B071F2Z7JG""]",10,"[""B00HQCY3CG"", ""B0BJ9HLZ9L"", ""B071F2Z7JG"", ""B01N5HGJ8E"", ""B072KHDZND"", ""B0781F25RD"", ""B08R3CKZ67"", ""B07J296Q54"", ""B08GNSRGML"", ""B078KCGKBB""]",3,"[""B00NU925RY"", ""B0BJ9HLZ9L"", ""B072KHDZND"", ""B09YYZGHBC"", ""B0781F25RD"", ""B01N1UA1Q6"", ""B071F2Z7JG"", ""B08R3CKZ67"", ""B00HQCY3CG"", ""B08TVBG424""]",7,"[""B00HQCY3CG"", ""B0BJ9HLZ9L"", ""B006JPNAPW"", ""B00AQ9JQ1E"", ""B008A6M3VA"", ""B072KHDZND"", ""B0781F25RD"", ""B071F2Z7JG"", ""B01N5HGJ8E"", ""B010Q60Y58""]",8
public_0006,evaluation,browsing,2,Basketball Men,"[""polyester"", ""100% Polyester""]",Basketball Men polyester 100% Polyester,False,[],10,3,10,B071F2Z7JG,"[""B0BJ9HLZ9L"", ""B002KNDDZO"", ""B08R3CKZ67"", ""B001NCDFVA"", ""B001ST5FSE"", ""B00HQCY3CG"", ""B071F2Z7JG"", ""B08CSQGXTC"", ""B007023PU8"", ""B00YQ48YI6""]",7,"[""B0BJ9HLZ9L"", ""B002KNDDZO"", ""B08R3CKZ67"", ""B001NCDFVA"", ""B001ST5FSE"", ""B00HQCY3CG"", ""B071F2Z7JG"", ""B08CSQGXTC"", ""B007023PU8"", ""B00YQ48YI6""]",7,"[""B0BJ9HLZ9L"", ""B002KNDDZO"", ""B08R3CKZ67"", ""B001NCDFVA"", ""B001ST5FSE"", ""B00HQCY3CG"", ""B071F2Z7JG"", ""B08CSQGXTC"", ""B007023PU8"", ""B00YQ48YI6""]",7,"[""B0BJ9HLZ9L"", ""B002KNDDZO"", ""B08R3CKZ67"", ""B001NCDFVA"", ""B001ST5FSE"", ""B00HQCY3CG"", ""B071F2Z7JG"", ""B08CSQGXTC"", ""B007023PU8"", ""B00YQ48YI6""]",7,"[""B0BJ9HLZ9L"", ""B002KNDDZO"", ""B08R3CKZ67"", ""B001NCDFVA"", ""B001ST5FSE"", ""B00HQCY3CG"", ""B071F2Z7JG"", ""B08CSQGXTC"", ""B007023PU8"", ""B00YQ48YI6""]",7
