sample_id,split,turn,locked_route,category,active_constraints,query,control_top_10,treatment_top_10,control_exact_called,control_bm25_called,treatment_exact_called,treatment_bm25_called,treatment_dense_called,oracle_joined_after_freeze,oracle_scenario_type,oracle_target_asin
public_0002,evaluation,1,buying,Accessories Belts,"[""Buckle closure""]",Accessories Belts Buckle closure,"[""B07QR2XRSJ"", ""B082TKGYN1"", ""B07Z28Y2V5"", ""B096BCG6F2"", ""B07JBK5KBV"", ""B0BX2RMJ54"", ""B0913DGMQ1"", ""B00DUIGEBI"", ""B078HG9KCY"", ""B00EVB8AKG""]","[""B07QR2XRSJ"", ""B082TKGYN1"", ""B07Z28Y2V5"", ""B096BCG6F2"", ""B07JBK5KBV"", ""B0BX2RMJ54"", ""B0913DGMQ1"", ""B00DUIGEBI"", ""B078HG9KCY"", ""B00EVB8AKG""]",True,True,True,True,False,True,intent_override,B071X54486
public_0002,evaluation,2,buying,Accessories Belts,"[""Buckle closure"", ""leather"", ""100% Leather""]",Accessories Belts Buckle closure leather 100% Leather,"[""B0913DGMQ1"", ""B078BB4ZJZ"", ""B091DZK1XF"", ""B072M9PJ3H"", ""B0058VB3AM"", ""B078HG9KCY"", ""B00I1080VW"", ""B071P5SP48"", ""B0062ODJAG"", ""B07RQBD7MY""]","[""B0913DGMQ1"", ""B078BB4ZJZ"", ""B091DZK1XF"", ""B072M9PJ3H"", ""B0058VB3AM"", ""B078HG9KCY"", ""B00I1080VW"", ""B071P5SP48"", ""B0062ODJAG"", ""B07RQBD7MY""]",True,True,True,True,False,True,intent_override,B071X54486
public_0002,evaluation,3,buying,Accessories Belts,"[""leather"", ""100% Leather""]",Accessories Belts leather 100% Leather,"[""B078BB4ZJZ"", ""B07RW633ZF"", ""B00DR05848"", ""B0913DGMQ1"", ""B00EBGJEUG"", ""B091DZK1XF"", ""B06Y1RWRYH"", ""B000MKK9VI"", ""B0058VB3AM"", ""B071X54486""]","[""B078BB4ZJZ"", ""B07RW633ZF"", ""B00DR05848"", ""B0913DGMQ1"", ""B00EBGJEUG"", ""B091DZK1XF"", ""B06Y1RWRYH"", ""B000MKK9VI"", ""B0058VB3AM"", ""B071X54486""]",True,True,True,True,False,True,intent_override,B071X54486
public_0002,evaluation,4,buying,Accessories Belts,"[""leather"", ""100% Leather"", ""Imported"", ""Buckle closure""]",Accessories Belts leather 100% Leather Imported Buckle closure,"[""B07GDTGWX1"", ""B071X54486"", ""B016B07WZI"", ""B072M9PJ3H"", ""B01N2LFP2K"", ""B0C5F4BMLV"", ""B00I1080VW"", ""B01N5PZ42P"", ""B07MB6TNJ8"", ""B00APLPSZ6""]","[""B07GDTGWX1"", ""B071X54486"", ""B016B07WZI"", ""B072M9PJ3H"", ""B01N2LFP2K"", ""B0C5F4BMLV"", ""B00I1080VW"", ""B01N5PZ42P"", ""B07MB6TNJ8"", ""B00APLPSZ6""]",True,False,True,False,False,True,intent_override,B071X54486
public_0002,evaluation,5,buying,Accessories Belts,"[""leather"", ""100% Leather"", ""Imported"", ""Buckle closure""]",Accessories Belts leather 100% Leather Imported Buckle closure,"[""B07GDTGWX1"", ""B071X54486"", ""B016B07WZI"", ""B072M9PJ3H"", ""B01N2LFP2K"", ""B0C5F4BMLV"", ""B00I1080VW"", ""B01N5PZ42P"", ""B07MB6TNJ8"", ""B00APLPSZ6""]","[""B07GDTGWX1"", ""B071X54486"", ""B016B07WZI"", ""B072M9PJ3H"", ""B01N2LFP2K"", ""B0C5F4BMLV"", ""B00I1080VW"", ""B01N5PZ42P"", ""B07MB6TNJ8"", ""B00APLPSZ6""]",True,False,True,False,False,True,intent_override,B071X54486
public_0002,evaluation,6,buying,Accessories Belts,"[""leather"", ""100% Leather"", ""Imported"", ""Buckle closure""]",Accessories Belts leather 100% Leather Imported Buckle closure,"[""B07GDTGWX1"", ""B071X54486"", ""B016B07WZI"", ""B072M9PJ3H"", ""B01N2LFP2K"", ""B0C5F4BMLV"", ""B00I1080VW"", ""B01N5PZ42P"", ""B07MB6TNJ8"", ""B00APLPSZ6""]","[""B07GDTGWX1"", ""B071X54486"", ""B016B07WZI"", ""B072M9PJ3H"", ""B01N2LFP2K"", ""B0C5F4BMLV"", ""B00I1080VW"", ""B01N5PZ42P"", ""B07MB6TNJ8"", ""B00APLPSZ6""]",True,False,True,False,False,True,intent_override,B071X54486
public_0002,evaluation,7,buying,Accessories Belts,"[""leather"", ""100% Leather"", ""Imported"", ""Buckle closure""]",Accessories Belts leather 100% Leather Imported Buckle closure,"[""B07GDTGWX1"", ""B071X54486"", ""B016B07WZI"", ""B072M9PJ3H"", ""B01N2LFP2K"", ""B0C5F4BMLV"", ""B00I1080VW"", ""B01N5PZ42P"", ""B07MB6TNJ8"", ""B00APLPSZ6""]","[""B07GDTGWX1"", ""B071X54486"", ""B016B07WZI"", ""B072M9PJ3H"", ""B01N2LFP2K"", ""B0C5F4BMLV"", ""B00I1080VW"", ""B01N5PZ42P"", ""B07MB6TNJ8"", ""B00APLPSZ6""]",True,False,True,False,False,True,intent_override,B071X54486
public_0002,evaluation,8,buying,Accessories Belts,"[""leather"", ""100% Leather"", ""Imported"", ""Buckle closure""]",Accessories Belts leather 100% Leather Imported Buckle closure,"[""B07GDTGWX1"", ""B071X54486"", ""B016B07WZI"", ""B072M9PJ3H"", ""B01N2LFP2K"", ""B0C5F4BMLV"", ""B00I1080VW"", ""B01N5PZ42P"", ""B07MB6TNJ8"", ""B00APLPSZ6""]","[""B07GDTGWX1"", ""B071X54486"", ""B016B07WZI"", ""B072M9PJ3H"", ""B01N2LFP2K"", ""B0C5F4BMLV"", ""B00I1080VW"", ""B01N5PZ42P"", ""B07MB6TNJ8"", ""B00APLPSZ6""]",True,False,True,False,False,True,intent_override,B071X54486
public_0002,evaluation,9,buying,Accessories Belts,"[""leather"", ""100% Leather"", ""Imported"", ""Buckle closure""]",Accessories Belts leather 100% Leather Imported Buckle closure,"[""B07GDTGWX1"", ""B071X54486"", ""B016B07WZI"", ""B072M9PJ3H"", ""B01N2LFP2K"", ""B0C5F4BMLV"", ""B00I1080VW"", ""B01N5PZ42P"", ""B07MB6TNJ8"", ""B00APLPSZ6""]","[""B07GDTGWX1"", ""B071X54486"", ""B016B07WZI"", ""B072M9PJ3H"", ""B01N2LFP2K"", ""B0C5F4BMLV"", ""B00I1080VW"", ""B01N5PZ42P"", ""B07MB6TNJ8"", ""B00APLPSZ6""]",True,False,True,False,False,True,intent_override,B071X54486
public_0002,evaluation,10,buying,Accessories Belts,"[""leather"", ""100% Leather"", ""Imported"", ""Buckle closure""]",Accessories Belts leather 100% Leather Imported Buckle closure,"[""B07GDTGWX1"", ""B071X54486"", ""B016B07WZI"", ""B072M9PJ3H"", ""B01N2LFP2K"", ""B0C5F4BMLV"", ""B00I1080VW"", ""B01N5PZ42P"", ""B07MB6TNJ8"", ""B00APLPSZ6""]","[""B07GDTGWX1"", ""B071X54486"", ""B016B07WZI"", ""B072M9PJ3H"", ""B01N2LFP2K"", ""B0C5F4BMLV"", ""B00I1080VW"", ""B01N5PZ42P"", ""B07MB6TNJ8"", ""B00APLPSZ6""]",True,False,True,False,False,True,intent_override,B071X54486
public_0003,calibration,1,buying,Watches Wrist Watches,"[""Stainless Steel Band""]",Watches Wrist Watches Stainless Steel Band,"[""B07CYNQZ3Z"", ""B089JY2X5D"", ""B0196A59GY"", ""B09L668B8V"", ""B08R3J6GRL"", ""B01NCJGY9P"", ""B017X96YW8"", ""B00X5KA1OW"", ""B07K2Q1N4B"", ""B000XQIC6K""]","[""B07CYNQZ3Z"", ""B089JY2X5D"", ""B0196A59GY"", ""B09L668B8V"", ""B08R3J6GRL"", ""B01NCJGY9P"", ""B017X96YW8"", ""B00X5KA1OW"", ""B07K2Q1N4B"", ""B000XQIC6K""]",True,True,True,True,False,True,intent_override,B09YMTWDXJ
public_0003,calibration,2,buying,Watches Wrist Watches,"[""Stainless Steel Band"", ""Water Resistant"", ""3 Year Battery""]",Watches Wrist Watches Stainless Steel Band Water Resistant 3 Year Battery,"[""B09YMTWDXJ"", ""B07CYNQZ3Z"", ""B07MXQ9K42"", ""B08R3J6GRL"", ""B000GX3IIM"", ""B079JZ3GDX"", ""B07CQHXB6X"", ""B00F2DI4JE"", ""B000XQIC6K"", ""B0078K35GG""]","[""B09YMTWDXJ"", ""B07CYNQZ3Z"", ""B07MXQ9K42"", ""B08R3J6GRL"", ""B000GX3IIM"", ""B079JZ3GDX"", ""B07CQHXB6X"", ""B00F2DI4JE"", ""B000XQIC6K"", ""B0078K35GG""]",True,False,True,False,False,True,intent_override,B09YMTWDXJ
public_0003,calibration,3,buying,Watches Wrist Watches,"[""Water Resistant"", ""3 Year Battery""]",Watches Wrist Watches Water Resistant 3 Year Battery,"[""B09YMTWDXJ"", ""B004XF7NH6"", ""B07MXQ9K42"", ""B0084HZUAG"", ""B00TQHI6ZO"", ""B07CYNQZ3Z"", ""B07PCRXPQ6"", ""B005OB6P4U"", ""B00N0IMUZC"", ""B0007X9F7O""]","[""B09YMTWDXJ"", ""B004XF7NH6"", ""B07MXQ9K42"", ""B0084HZUAG"", ""B00TQHI6ZO"", ""B07CYNQZ3Z"", ""B07PCRXPQ6"", ""B005OB6P4U"", ""B00N0IMUZC"", ""B0007X9F7O""]",True,False,True,False,False,True,intent_override,B09YMTWDXJ
public_0003,calibration,4,buying,Watches Wrist Watches,"[""Water Resistant"", ""3 Year Battery"", ""Day / Date Indicator"", ""Stainless Steel Band""]",Watches Wrist Watches Water Resistant 3 Year Battery Day / Date Indicator Stainless Steel Band,"[""B09YMTWDXJ"", ""B07CYNQZ3Z"", ""B07MXQ9K42"", ""B08R3J6GRL"", ""B000GX3IIM"", ""B07CQHXB6X"", ""B079JZ3GDX"", ""B00F2DI4JE"", ""B0078K35GG"", ""B003KQJ9RG""]","[""B09YMTWDXJ"", ""B07CYNQZ3Z"", ""B07MXQ9K42"", ""B08R3J6GRL"", ""B000GX3IIM"", ""B07CQHXB6X"", ""B079JZ3GDX"", ""B00F2DI4JE"", ""B0078K35GG"", ""B003KQJ9RG""]",True,False,True,False,False,True,intent_override,B09YMTWDXJ
public_0003,calibration,5,buying,Watches Wrist Watches,"[""Water Resistant"", ""3 Year Battery"", ""Day / Date Indicator"", ""Stainless Steel Band""]",Watches Wrist Watches Water Resistant 3 Year Battery Day / Date Indicator Stainless Steel Band,"[""B09YMTWDXJ"", ""B07CYNQZ3Z"", ""B07MXQ9K42"", ""B08R3J6GRL"", ""B000GX3IIM"", ""B07CQHXB6X"", ""B079JZ3GDX"", ""B00F2DI4JE"", ""B0078K35GG"", ""B003KQJ9RG""]","[""B09YMTWDXJ"", ""B07CYNQZ3Z"", ""B07MXQ9K42"", ""B08R3J6GRL"", ""B000GX3IIM"", ""B07CQHXB6X"", ""B079JZ3GDX"", ""B00F2DI4JE"", ""B0078K35GG"", ""B003KQJ9RG""]",True,False,True,False,False,True,intent_override,B09YMTWDXJ
public_0003,calibration,6,buying,Watches Wrist Watches,"[""Water Resistant"", ""3 Year Battery"", ""Day / Date Indicator"", ""Stainless Steel Band""]",Watches Wrist Watches Water Resistant 3 Year Battery Day / Date Indicator Stainless Steel Band,"[""B09YMTWDXJ"", ""B07CYNQZ3Z"", ""B07MXQ9K42"", ""B08R3J6GRL"", ""B000GX3IIM"", ""B07CQHXB6X"", ""B079JZ3GDX"", ""B00F2DI4JE"", ""B0078K35GG"", ""B003KQJ9RG""]","[""B09YMTWDXJ"", ""B07CYNQZ3Z"", ""B07MXQ9K42"", ""B08R3J6GRL"", ""B000GX3IIM"", ""B07CQHXB6X"", ""B079JZ3GDX"", ""B00F2DI4JE"", ""B0078K35GG"", ""B003KQJ9RG""]",True,False,True,False,False,True,intent_override,B09YMTWDXJ
public_0003,calibration,7,buying,Watches Wrist Watches,"[""Water Resistant"", ""3 Year Battery"", ""Day / Date Indicator"", ""Stainless Steel Band""]",Watches Wrist Watches Water Resistant 3 Year Battery Day / Date Indicator Stainless Steel Band,"[""B09YMTWDXJ"", ""B07CYNQZ3Z"", ""B07MXQ9K42"", ""B08R3J6GRL"", ""B000GX3IIM"", ""B07CQHXB6X"", ""B079JZ3GDX"", ""B00F2DI4JE"", ""B0078K35GG"", ""B003KQJ9RG""]","[""B09YMTWDXJ"", ""B07CYNQZ3Z"", ""B07MXQ9K42"", ""B08R3J6GRL"", ""B000GX3IIM"", ""B07CQHXB6X"", ""B079JZ3GDX"", ""B00F2DI4JE"", ""B0078K35GG"", ""B003KQJ9RG""]",True,False,True,False,False,True,intent_override,B09YMTWDXJ
public_0003,calibration,8,buying,Watches Wrist Watches,"[""Water Resistant"", ""3 Year Battery"", ""Day / Date Indicator"", ""Stainless Steel Band""]",Watches Wrist Watches Water Resistant 3 Year Battery Day / Date Indicator Stainless Steel Band,"[""B09YMTWDXJ"", ""B07CYNQZ3Z"", ""B07MXQ9K42"", ""B08R3J6GRL"", ""B000GX3IIM"", ""B07CQHXB6X"", ""B079JZ3GDX"", ""B00F2DI4JE"", ""B0078K35GG"", ""B003KQJ9RG""]","[""B09YMTWDXJ"", ""B07CYNQZ3Z"", ""B07MXQ9K42"", ""B08R3J6GRL"", ""B000GX3IIM"", ""B07CQHXB6X"", ""B079JZ3GDX"", ""B00F2DI4JE"", ""B0078K35GG"", ""B003KQJ9RG""]",True,False,True,False,False,True,intent_override,B09YMTWDXJ
public_0003,calibration,9,buying,Watches Wrist Watches,"[""Water Resistant"", ""3 Year Battery"", ""Day / Date Indicator"", ""Stainless Steel Band""]",Watches Wrist Watches Water Resistant 3 Year Battery Day / Date Indicator Stainless Steel Band,"[""B09YMTWDXJ"", ""B07CYNQZ3Z"", ""B07MXQ9K42"", ""B08R3J6GRL"", ""B000GX3IIM"", ""B07CQHXB6X"", ""B079JZ3GDX"", ""B00F2DI4JE"", ""B0078K35GG"", ""B003KQJ9RG""]","[""B09YMTWDXJ"", ""B07CYNQZ3Z"", ""B07MXQ9K42"", ""B08R3J6GRL"", ""B000GX3IIM"", ""B07CQHXB6X"", ""B079JZ3GDX"", ""B00F2DI4JE"", ""B0078K35GG"", ""B003KQJ9RG""]",True,False,True,False,False,True,intent_override,B09YMTWDXJ
public_0003,calibration,10,buying,Watches Wrist Watches,"[""Water Resistant"", ""3 Year Battery"", ""Day / Date Indicator"", ""Stainless Steel Band""]",Watches Wrist Watches Water Resistant 3 Year Battery Day / Date Indicator Stainless Steel Band,"[""B09YMTWDXJ"", ""B07CYNQZ3Z"", ""B07MXQ9K42"", ""B08R3J6GRL"", ""B000GX3IIM"", ""B07CQHXB6X"", ""B079JZ3GDX"", ""B00F2DI4JE"", ""B0078K35GG"", ""B003KQJ9RG""]","[""B09YMTWDXJ"", ""B07CYNQZ3Z"", ""B07MXQ9K42"", ""B08R3J6GRL"", ""B000GX3IIM"", ""B07CQHXB6X"", ""B079JZ3GDX"", ""B00F2DI4JE"", ""B0078K35GG"", ""B003KQJ9RG""]",True,False,True,False,False,True,intent_override,B09YMTWDXJ
