sample_id,split,oracle_scenario_type,turn,evaluator_message,message_history,retrieval_category,active_evidence,agent_query,system_ask_attribute,override_applied,fallback_activated,fallback_reasons,exact_all_phrases_candidate_count,exact_highest_match_count,exact_highest_tier_candidate_count,xtr_warp_component_top_10,xtr_warp_component_top_10_scores,oracle_target_asin,exact_only_top_10,diagnostic_exact_only_target_rank,experiment_07_exact_stateful_bm25_rrf_top_10,diagnostic_experiment_07_exact_stateful_bm25_rrf_target_rank,exact_stateful_xtr_warp_rrf_top_10,diagnostic_exact_stateful_xtr_warp_rrf_target_rank
public_0054,calibration,buying,9,I don't have an additional preference for other.,"[""I'm looking for Women Fashion Hoodies & Sweatshirts. A key requirement is: fabric."", ""For that, what matters is: Soft Fabric; Pull On closure."", ""For that, what matters is: Machine Wash."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other.""]",Women Fashion Hoodies & Sweatshirts,"[""fabric"", ""Soft Fabric"", ""Pull On closure"", ""Machine Wash""]",Women Fashion Hoodies & Sweatshirts fabric Soft Fabric Pull On closure Machine Wash,other,True,True,"[""no_catalog_product_matches_all_active_phrases"", ""highest_exact_match_tier_exceeds_top_10""]",0,4,181,"[""B07544428T"", ""B08GHZRDHJ"", ""B07VSNK5J1"", ""B08THLR7KS"", ""B07VX63TJV"", ""B08DD9X139"", ""B07ZVF8S3X"", ""B08BHVZ6BW"", ""B07G488MMB"", ""B01LZFZDRR""]","[16.875938415527344, 16.716964721679688, 16.694820404052734, 16.638914108276367, 16.630855560302734, 16.619190216064453, 16.6175479888916, 16.610929489135742, 16.60324478149414, 16.59133529663086]",B08PP1ZJQ5,"[""B095BKZBRQ"", ""B097F2JXYB"", ""B09B6TVMQC"", ""B09T699F5X"", ""B08KJB493K"", ""B07NPJX2KV"", ""B09C233NYK"", ""B07VXN5VMW"", ""B0914S7DR4"", ""B08NDXJQQB""]",,"[""B07X3CX1C3"", ""B08PP1ZJQ5"", ""B07ZVF8S3X"", ""B07G1TC1X8"", ""B095BKZBRQ"", ""B0893RM7HK"", ""B07VXN5VMW"", ""B09LRZG31J"", ""B08GHZRDHJ"", ""B08FZVX7FT""]",2,"[""B07ZVF8S3X"", ""B07G1TC1X8"", ""B0BBLPS1Z4"", ""B08M64C67V"", ""B07X3CX1C3"", ""B08GHZRDHJ"", ""B07VX63TJV"", ""B09B6TVMQC"", ""B07544428T"", ""B095BKZBRQ""]",
public_0054,calibration,buying,10,I don't have an additional preference for other.,"[""I'm looking for Women Fashion Hoodies & Sweatshirts. A key requirement is: fabric."", ""For that, what matters is: Soft Fabric; Pull On closure."", ""For that, what matters is: Machine Wash."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other.""]",Women Fashion Hoodies & Sweatshirts,"[""fabric"", ""Soft Fabric"", ""Pull On closure"", ""Machine Wash""]",Women Fashion Hoodies & Sweatshirts fabric Soft Fabric Pull On closure Machine Wash,other,True,True,"[""no_catalog_product_matches_all_active_phrases"", ""highest_exact_match_tier_exceeds_top_10""]",0,4,181,"[""B07544428T"", ""B08GHZRDHJ"", ""B07VSNK5J1"", ""B08THLR7KS"", ""B07VX63TJV"", ""B08DD9X139"", ""B07ZVF8S3X"", ""B08BHVZ6BW"", ""B07G488MMB"", ""B01LZFZDRR""]","[16.875938415527344, 16.716964721679688, 16.694820404052734, 16.638914108276367, 16.630855560302734, 16.619190216064453, 16.6175479888916, 16.610929489135742, 16.60324478149414, 16.59133529663086]",B08PP1ZJQ5,"[""B095BKZBRQ"", ""B097F2JXYB"", ""B09B6TVMQC"", ""B09T699F5X"", ""B08KJB493K"", ""B07NPJX2KV"", ""B09C233NYK"", ""B07VXN5VMW"", ""B0914S7DR4"", ""B08NDXJQQB""]",,"[""B07X3CX1C3"", ""B08PP1ZJQ5"", ""B07ZVF8S3X"", ""B07G1TC1X8"", ""B095BKZBRQ"", ""B0893RM7HK"", ""B07VXN5VMW"", ""B09LRZG31J"", ""B08GHZRDHJ"", ""B08FZVX7FT""]",2,"[""B07ZVF8S3X"", ""B07G1TC1X8"", ""B0BBLPS1Z4"", ""B08M64C67V"", ""B07X3CX1C3"", ""B08GHZRDHJ"", ""B07VX63TJV"", ""B09B6TVMQC"", ""B07544428T"", ""B095BKZBRQ""]",
public_0055,calibration,browsing,1,"I'm looking for Shoes Mules & Clogs, but I'm still exploring.","[""I'm looking for Shoes Mules & Clogs, but I'm still exploring.""]",Shoes Mules & Clogs,[],Shoes Mules & Clogs,other,True,True,"[""no_active_constraint"", ""highest_exact_match_tier_exceeds_top_10""]",283,1,283,"[""B087JHRTHV"", ""B0014C40B8"", ""B0C85MSQ37"", ""B07D8TCYKF"", ""B089LTP8WC"", ""B07V6J87PY"", ""B0195S8TUA"", ""B00TXQD324"", ""B00AZH9P0E"", ""B00AZH98O2""]","[9.221733093261719, 9.207160949707031, 9.198570251464844, 9.191688537597656, 9.180848121643066, 9.178922653198242, 9.17850399017334, 9.173269271850586, 9.172629356384277, 9.172425270080566]",B0C1TDJ9HZ,"[""B08G1F3BLC"", ""B091GTWKYL"", ""B09JYVQ1MV"", ""B07R22PR28"", ""B09F3G65R1"", ""B0B7S2M599"", ""B07XRPPWRP"", ""B003ICW4QK"", ""B01IW5TXYI"", ""B01IYBBKGO""]",,"[""B09BL5MKJS"", ""B086G2FTGY"", ""B07569S1RP"", ""B09JYVQ1MV"", ""B096KWG7YN"", ""B0859GMZHZ"", ""B07ZXM8JDC"", ""B0083VFF80"", ""B089LTP8WC"", ""B000KPP3BQ""]",,"[""B091GTWKYL"", ""B087JHRTHV"", ""B089LTP8WC"", ""B07D8TCYKF"", ""B07XRPPWRP"", ""B003ICW4QK"", ""B09JYVQ1MV"", ""B08G1F3BLC"", ""B0014C40B8"", ""B08513YB2T""]",
public_0055,calibration,browsing,2,"For that, what matters is: 100% Croslite Foam; Imported.","[""I'm looking for Shoes Mules & Clogs, but I'm still exploring."", ""For that, what matters is: 100% Croslite Foam; Imported.""]",Shoes Mules & Clogs,"[""100% Croslite Foam"", ""Imported""]",Shoes Mules & Clogs 100% Croslite Foam Imported,other,True,False,[],1,3,1,"[""B0C1TDJ9HZ"", ""B085RX192V"", ""B0014C40B8"", ""B08C7V2C8Y"", ""B00LWS1U6M"", ""B0BKNQ4L1P"", ""B00LUOJUE2"", ""B00LUOJCH2"", ""B01HQAMJ8W"", ""B01A6LZT26""]","[15.701665878295898, 15.532730102539062, 15.493396759033203, 15.481087684631348, 15.474403381347656, 15.471878051757812, 15.466471672058105, 15.444987297058105, 15.441850662231445, 15.430222511291504]",B0C1TDJ9HZ,"[""B0C1TDJ9HZ"", ""B07XRPPWRP"", ""B010WE6VHO"", ""B08513YB2T"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B07LBX71DT"", ""B085RX192V"", ""B00LUOJCH2"", ""B00LUOJUE2""]",1,"[""B0C1TDJ9HZ"", ""B07XRPPWRP"", ""B010WE6VHO"", ""B08513YB2T"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B07LBX71DT"", ""B085RX192V"", ""B00LUOJCH2"", ""B00LUOJUE2""]",1,"[""B0C1TDJ9HZ"", ""B07XRPPWRP"", ""B010WE6VHO"", ""B08513YB2T"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B07LBX71DT"", ""B085RX192V"", ""B00LUOJCH2"", ""B00LUOJUE2""]",1
public_0055,calibration,browsing,3,"For that, what matters is: Ethylene Vinyl Acetate sole; Shaft measures approximately 1"" from arch.","[""I'm looking for Shoes Mules & Clogs, but I'm still exploring."", ""For that, what matters is: 100% Croslite Foam; Imported."", ""For that, what matters is: Ethylene Vinyl Acetate sole; Shaft measures approximately 1\"" from arch.""]",Shoes Mules & Clogs,"[""100% Croslite Foam"", ""Imported"", ""Ethylene Vinyl Acetate sole"", ""Shaft measures approximately 1\"" from arch""]","Shoes Mules & Clogs 100% Croslite Foam Imported Ethylene Vinyl Acetate sole Shaft measures approximately 1"" from arch",other,True,False,[],1,5,1,"[""B0C1TDJ9HZ"", ""B085RX192V"", ""B08513YB2T"", ""B01HQAMJ8W"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B0081NVESA"", ""B0BKNQ4L1P"", ""B072LQ3HC2"", ""B01A6LZT26""]","[29.241851806640625, 28.992061614990234, 28.57674789428711, 28.274375915527344, 28.06431770324707, 27.81243896484375, 27.74284553527832, 27.63157844543457, 27.432640075683594, 27.331378936767578]",B0C1TDJ9HZ,"[""B0C1TDJ9HZ"", ""B08513YB2T"", ""B085RX192V"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B0BKNQ4L1P"", ""B00UIH89IK"", ""B0C68T7X36"", ""B082LWP1QN""]",1,"[""B0C1TDJ9HZ"", ""B08513YB2T"", ""B085RX192V"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B0BKNQ4L1P"", ""B00UIH89IK"", ""B0C68T7X36"", ""B082LWP1QN""]",1,"[""B0C1TDJ9HZ"", ""B08513YB2T"", ""B085RX192V"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B0BKNQ4L1P"", ""B00UIH89IK"", ""B0C68T7X36"", ""B082LWP1QN""]",1
public_0055,calibration,browsing,4,I don't have an additional preference for other.,"[""I'm looking for Shoes Mules & Clogs, but I'm still exploring."", ""For that, what matters is: 100% Croslite Foam; Imported."", ""For that, what matters is: Ethylene Vinyl Acetate sole; Shaft measures approximately 1\"" from arch."", ""I don't have an additional preference for other.""]",Shoes Mules & Clogs,"[""100% Croslite Foam"", ""Imported"", ""Ethylene Vinyl Acetate sole"", ""Shaft measures approximately 1\"" from arch""]","Shoes Mules & Clogs 100% Croslite Foam Imported Ethylene Vinyl Acetate sole Shaft measures approximately 1"" from arch",other,True,False,[],1,5,1,"[""B0C1TDJ9HZ"", ""B085RX192V"", ""B08513YB2T"", ""B01HQAMJ8W"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B0081NVESA"", ""B0BKNQ4L1P"", ""B072LQ3HC2"", ""B01A6LZT26""]","[29.241851806640625, 28.992061614990234, 28.57674789428711, 28.274375915527344, 28.06431770324707, 27.81243896484375, 27.74284553527832, 27.63157844543457, 27.432640075683594, 27.331378936767578]",B0C1TDJ9HZ,"[""B0C1TDJ9HZ"", ""B08513YB2T"", ""B085RX192V"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B0BKNQ4L1P"", ""B00UIH89IK"", ""B0C68T7X36"", ""B082LWP1QN""]",1,"[""B0C1TDJ9HZ"", ""B08513YB2T"", ""B085RX192V"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B0BKNQ4L1P"", ""B00UIH89IK"", ""B0C68T7X36"", ""B082LWP1QN""]",1,"[""B0C1TDJ9HZ"", ""B08513YB2T"", ""B085RX192V"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B0BKNQ4L1P"", ""B00UIH89IK"", ""B0C68T7X36"", ""B082LWP1QN""]",1
public_0055,calibration,browsing,5,I don't have an additional preference for other.,"[""I'm looking for Shoes Mules & Clogs, but I'm still exploring."", ""For that, what matters is: 100% Croslite Foam; Imported."", ""For that, what matters is: Ethylene Vinyl Acetate sole; Shaft measures approximately 1\"" from arch."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other.""]",Shoes Mules & Clogs,"[""100% Croslite Foam"", ""Imported"", ""Ethylene Vinyl Acetate sole"", ""Shaft measures approximately 1\"" from arch""]","Shoes Mules & Clogs 100% Croslite Foam Imported Ethylene Vinyl Acetate sole Shaft measures approximately 1"" from arch",other,True,False,[],1,5,1,"[""B0C1TDJ9HZ"", ""B085RX192V"", ""B08513YB2T"", ""B01HQAMJ8W"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B0081NVESA"", ""B0BKNQ4L1P"", ""B072LQ3HC2"", ""B01A6LZT26""]","[29.241851806640625, 28.992061614990234, 28.57674789428711, 28.274375915527344, 28.06431770324707, 27.81243896484375, 27.74284553527832, 27.63157844543457, 27.432640075683594, 27.331378936767578]",B0C1TDJ9HZ,"[""B0C1TDJ9HZ"", ""B08513YB2T"", ""B085RX192V"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B0BKNQ4L1P"", ""B00UIH89IK"", ""B0C68T7X36"", ""B082LWP1QN""]",1,"[""B0C1TDJ9HZ"", ""B08513YB2T"", ""B085RX192V"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B0BKNQ4L1P"", ""B00UIH89IK"", ""B0C68T7X36"", ""B082LWP1QN""]",1,"[""B0C1TDJ9HZ"", ""B08513YB2T"", ""B085RX192V"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B0BKNQ4L1P"", ""B00UIH89IK"", ""B0C68T7X36"", ""B082LWP1QN""]",1
public_0055,calibration,browsing,6,I don't have an additional preference for other.,"[""I'm looking for Shoes Mules & Clogs, but I'm still exploring."", ""For that, what matters is: 100% Croslite Foam; Imported."", ""For that, what matters is: Ethylene Vinyl Acetate sole; Shaft measures approximately 1\"" from arch."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other.""]",Shoes Mules & Clogs,"[""100% Croslite Foam"", ""Imported"", ""Ethylene Vinyl Acetate sole"", ""Shaft measures approximately 1\"" from arch""]","Shoes Mules & Clogs 100% Croslite Foam Imported Ethylene Vinyl Acetate sole Shaft measures approximately 1"" from arch",other,True,False,[],1,5,1,"[""B0C1TDJ9HZ"", ""B085RX192V"", ""B08513YB2T"", ""B01HQAMJ8W"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B0081NVESA"", ""B0BKNQ4L1P"", ""B072LQ3HC2"", ""B01A6LZT26""]","[29.241851806640625, 28.992061614990234, 28.57674789428711, 28.274375915527344, 28.06431770324707, 27.81243896484375, 27.74284553527832, 27.63157844543457, 27.432640075683594, 27.331378936767578]",B0C1TDJ9HZ,"[""B0C1TDJ9HZ"", ""B08513YB2T"", ""B085RX192V"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B0BKNQ4L1P"", ""B00UIH89IK"", ""B0C68T7X36"", ""B082LWP1QN""]",1,"[""B0C1TDJ9HZ"", ""B08513YB2T"", ""B085RX192V"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B0BKNQ4L1P"", ""B00UIH89IK"", ""B0C68T7X36"", ""B082LWP1QN""]",1,"[""B0C1TDJ9HZ"", ""B08513YB2T"", ""B085RX192V"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B0BKNQ4L1P"", ""B00UIH89IK"", ""B0C68T7X36"", ""B082LWP1QN""]",1
public_0055,calibration,browsing,7,I don't have an additional preference for other.,"[""I'm looking for Shoes Mules & Clogs, but I'm still exploring."", ""For that, what matters is: 100% Croslite Foam; Imported."", ""For that, what matters is: Ethylene Vinyl Acetate sole; Shaft measures approximately 1\"" from arch."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other.""]",Shoes Mules & Clogs,"[""100% Croslite Foam"", ""Imported"", ""Ethylene Vinyl Acetate sole"", ""Shaft measures approximately 1\"" from arch""]","Shoes Mules & Clogs 100% Croslite Foam Imported Ethylene Vinyl Acetate sole Shaft measures approximately 1"" from arch",other,True,False,[],1,5,1,"[""B0C1TDJ9HZ"", ""B085RX192V"", ""B08513YB2T"", ""B01HQAMJ8W"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B0081NVESA"", ""B0BKNQ4L1P"", ""B072LQ3HC2"", ""B01A6LZT26""]","[29.241851806640625, 28.992061614990234, 28.57674789428711, 28.274375915527344, 28.06431770324707, 27.81243896484375, 27.74284553527832, 27.63157844543457, 27.432640075683594, 27.331378936767578]",B0C1TDJ9HZ,"[""B0C1TDJ9HZ"", ""B08513YB2T"", ""B085RX192V"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B0BKNQ4L1P"", ""B00UIH89IK"", ""B0C68T7X36"", ""B082LWP1QN""]",1,"[""B0C1TDJ9HZ"", ""B08513YB2T"", ""B085RX192V"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B0BKNQ4L1P"", ""B00UIH89IK"", ""B0C68T7X36"", ""B082LWP1QN""]",1,"[""B0C1TDJ9HZ"", ""B08513YB2T"", ""B085RX192V"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B0BKNQ4L1P"", ""B00UIH89IK"", ""B0C68T7X36"", ""B082LWP1QN""]",1
public_0055,calibration,browsing,8,I don't have an additional preference for other.,"[""I'm looking for Shoes Mules & Clogs, but I'm still exploring."", ""For that, what matters is: 100% Croslite Foam; Imported."", ""For that, what matters is: Ethylene Vinyl Acetate sole; Shaft measures approximately 1\"" from arch."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other.""]",Shoes Mules & Clogs,"[""100% Croslite Foam"", ""Imported"", ""Ethylene Vinyl Acetate sole"", ""Shaft measures approximately 1\"" from arch""]","Shoes Mules & Clogs 100% Croslite Foam Imported Ethylene Vinyl Acetate sole Shaft measures approximately 1"" from arch",other,True,False,[],1,5,1,"[""B0C1TDJ9HZ"", ""B085RX192V"", ""B08513YB2T"", ""B01HQAMJ8W"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B0081NVESA"", ""B0BKNQ4L1P"", ""B072LQ3HC2"", ""B01A6LZT26""]","[29.241851806640625, 28.992061614990234, 28.57674789428711, 28.274375915527344, 28.06431770324707, 27.81243896484375, 27.74284553527832, 27.63157844543457, 27.432640075683594, 27.331378936767578]",B0C1TDJ9HZ,"[""B0C1TDJ9HZ"", ""B08513YB2T"", ""B085RX192V"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B0BKNQ4L1P"", ""B00UIH89IK"", ""B0C68T7X36"", ""B082LWP1QN""]",1,"[""B0C1TDJ9HZ"", ""B08513YB2T"", ""B085RX192V"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B0BKNQ4L1P"", ""B00UIH89IK"", ""B0C68T7X36"", ""B082LWP1QN""]",1,"[""B0C1TDJ9HZ"", ""B08513YB2T"", ""B085RX192V"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B0BKNQ4L1P"", ""B00UIH89IK"", ""B0C68T7X36"", ""B082LWP1QN""]",1
public_0055,calibration,browsing,9,I don't have an additional preference for other.,"[""I'm looking for Shoes Mules & Clogs, but I'm still exploring."", ""For that, what matters is: 100% Croslite Foam; Imported."", ""For that, what matters is: Ethylene Vinyl Acetate sole; Shaft measures approximately 1\"" from arch."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other.""]",Shoes Mules & Clogs,"[""100% Croslite Foam"", ""Imported"", ""Ethylene Vinyl Acetate sole"", ""Shaft measures approximately 1\"" from arch""]","Shoes Mules & Clogs 100% Croslite Foam Imported Ethylene Vinyl Acetate sole Shaft measures approximately 1"" from arch",other,True,False,[],1,5,1,"[""B0C1TDJ9HZ"", ""B085RX192V"", ""B08513YB2T"", ""B01HQAMJ8W"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B0081NVESA"", ""B0BKNQ4L1P"", ""B072LQ3HC2"", ""B01A6LZT26""]","[29.241851806640625, 28.992061614990234, 28.57674789428711, 28.274375915527344, 28.06431770324707, 27.81243896484375, 27.74284553527832, 27.63157844543457, 27.432640075683594, 27.331378936767578]",B0C1TDJ9HZ,"[""B0C1TDJ9HZ"", ""B08513YB2T"", ""B085RX192V"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B0BKNQ4L1P"", ""B00UIH89IK"", ""B0C68T7X36"", ""B082LWP1QN""]",1,"[""B0C1TDJ9HZ"", ""B08513YB2T"", ""B085RX192V"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B0BKNQ4L1P"", ""B00UIH89IK"", ""B0C68T7X36"", ""B082LWP1QN""]",1,"[""B0C1TDJ9HZ"", ""B08513YB2T"", ""B085RX192V"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B0BKNQ4L1P"", ""B00UIH89IK"", ""B0C68T7X36"", ""B082LWP1QN""]",1
public_0055,calibration,browsing,10,I don't have an additional preference for other.,"[""I'm looking for Shoes Mules & Clogs, but I'm still exploring."", ""For that, what matters is: 100% Croslite Foam; Imported."", ""For that, what matters is: Ethylene Vinyl Acetate sole; Shaft measures approximately 1\"" from arch."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other.""]",Shoes Mules & Clogs,"[""100% Croslite Foam"", ""Imported"", ""Ethylene Vinyl Acetate sole"", ""Shaft measures approximately 1\"" from arch""]","Shoes Mules & Clogs 100% Croslite Foam Imported Ethylene Vinyl Acetate sole Shaft measures approximately 1"" from arch",other,True,False,[],1,5,1,"[""B0C1TDJ9HZ"", ""B085RX192V"", ""B08513YB2T"", ""B01HQAMJ8W"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B0081NVESA"", ""B0BKNQ4L1P"", ""B072LQ3HC2"", ""B01A6LZT26""]","[29.241851806640625, 28.992061614990234, 28.57674789428711, 28.274375915527344, 28.06431770324707, 27.81243896484375, 27.74284553527832, 27.63157844543457, 27.432640075683594, 27.331378936767578]",B0C1TDJ9HZ,"[""B0C1TDJ9HZ"", ""B08513YB2T"", ""B085RX192V"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B0BKNQ4L1P"", ""B00UIH89IK"", ""B0C68T7X36"", ""B082LWP1QN""]",1,"[""B0C1TDJ9HZ"", ""B08513YB2T"", ""B085RX192V"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B0BKNQ4L1P"", ""B00UIH89IK"", ""B0C68T7X36"", ""B082LWP1QN""]",1,"[""B0C1TDJ9HZ"", ""B08513YB2T"", ""B085RX192V"", ""B010WE6VHO"", ""B0BKL2R1WX"", ""B01HQAMJ8W"", ""B0BKNQ4L1P"", ""B00UIH89IK"", ""B0C68T7X36"", ""B082LWP1QN""]",1
public_0056,evaluation,browsing,1,"I'm looking for Shirts T-Shirts, but I'm still exploring.","[""I'm looking for Shirts T-Shirts, but I'm still exploring.""]",Shirts T-Shirts,[],Shirts T-Shirts,other,True,True,"[""no_active_constraint"", ""highest_exact_match_tier_exceeds_top_10""]",1357,1,1357,"[""B0921B3195"", ""B01D08SJ4M"", ""B075J6WJ3C"", ""B07237YL8M"", ""B085NFK1PG"", ""B07HJGF6Z6"", ""B0BRX7VNNR"", ""B0719SBYRJ"", ""B0768QZ5BH"", ""B07492VBXG""]","[6.503741264343262, 6.469804763793945, 6.451769828796387, 6.451211929321289, 6.446097373962402, 6.444034576416016, 6.443758964538574, 6.443194389343262, 6.441568374633789, 6.438318252563477]",B0B2RF64YD,"[""B07D8FCZKP"", ""B09BZ9JX6M"", ""B09YVFCQ3D"", ""B0B2LDKZWS"", ""B09J5GTY9Z"", ""B017C14M3U"", ""B009B4PTYI"", ""B0813JZJVS"", ""B0BGZWZY6M"", ""B07BFL9K3C""]",,"[""B07D8FCZKP"", ""B09BZ9JX6M"", ""B09YVFCQ3D"", ""B017C14M3U"", ""B0B2LDKZWS"", ""B0BGZWZY6M"", ""B07253QWNZ"", ""B09MVF4SDH"", ""B0065KQ5US"", ""B00FRHRT8M""]",,"[""B0BRX7VNNR"", ""B009B4PTYI"", ""B0B2LDKZWS"", ""B09PWJ8445"", ""B01D08SJ4M"", ""B0737FRR33"", ""B075J6WJ3C"", ""B09J5GTY9Z"", ""B0BYZZHYLW"", ""B0719SBYRJ""]",
public_0056,evaluation,browsing,2,"For that, what matters is: cotton; Solids: 100% Cotton; Heathers: 60% Cotton, 40% Polyester.","[""I'm looking for Shirts T-Shirts, but I'm still exploring."", ""For that, what matters is: cotton; Solids: 100% Cotton; Heathers: 60% Cotton, 40% Polyester.""]",Shirts T-Shirts,"[""cotton"", ""Solids: 100% Cotton; Heathers: 60% Cotton, 40% Polyester""]","Shirts T-Shirts cotton Solids: 100% Cotton; Heathers: 60% Cotton, 40% Polyester",other,True,False,[],1,3,1,"[""B01D08SJ4M"", ""B0714KB949"", ""B0B2RF64YD"", ""B0767V7DVQ"", ""B01NCZJA3N"", ""B072MPC7KD"", ""B01EW382K0"", ""B01EMK4SEM"", ""B01N5USL1E"", ""B01GC3M394""]","[21.39866065979004, 21.344013214111328, 21.332117080688477, 21.305206298828125, 21.300312042236328, 21.283409118652344, 21.274255752563477, 21.26101303100586, 21.2581787109375, 21.255353927612305]",B0B2RF64YD,"[""B0B2RF64YD"", ""B07D8FCZKP"", ""B09BZ9JX6M"", ""B09YVFCQ3D"", ""B0B2LDKZWS"", ""B09J5GTY9Z"", ""B017C14M3U"", ""B009B4PTYI"", ""B0813JZJVS"", ""B0BGZWZY6M""]",1,"[""B0B2RF64YD"", ""B07D8FCZKP"", ""B09BZ9JX6M"", ""B09YVFCQ3D"", ""B0B2LDKZWS"", ""B09J5GTY9Z"", ""B017C14M3U"", ""B009B4PTYI"", ""B0813JZJVS"", ""B0BGZWZY6M""]",1,"[""B0B2RF64YD"", ""B07D8FCZKP"", ""B09BZ9JX6M"", ""B09YVFCQ3D"", ""B0B2LDKZWS"", ""B09J5GTY9Z"", ""B017C14M3U"", ""B009B4PTYI"", ""B0813JZJVS"", ""B0BGZWZY6M""]",1
