sample_id,scenario_type,constraint_kind,position_within_kind,constraint,assigned_type,matching_rules_in_order,multi_rule,precedence_winner,disclosure_turn,full_color_regex_match,color_classification_mismatch,revealed_by_category,revealed_by_brand,revealed_by_other,oracle_only
public_0011,browsing,soft,2,undershirts closure,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0012,browsing,hard,1,polyester,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0012,browsing,hard,2,"95% Polyester, 5% Spandex",material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0012,browsing,soft,1,Imported,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0012,browsing,soft,2,Wrap closure,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0013,intent_override,hard,1,Rubber sole,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0013,intent_override,hard,2,Textile Upper. Textile Covered EVA Footbed. Rubber Outsole,color,"[""color""]",False,color,2,False,True,False,False,True,True
public_0013,intent_override,soft,1,Received APMA (American Podiatric Medical Association) Seal of Acceptance,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0013,intent_override,soft,2,"YOUR NEW FAVORITE SLIPPERS: Slip into divine comfort with Gemma, a plush mule-style spa slipper with an adjustable hook-and-loop closure across the vamp",style,"[""style""]",False,style,3,False,False,False,False,True,True
public_0014,browsing,hard,1,cotton,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0014,browsing,hard,2,"Solids: 100% Cotton; heathers: 75% cotton, 25% polyester",material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0014,browsing,soft,1,Imported,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0014,browsing,soft,2,Pull On closure,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0015,browsing,hard,1,fabric,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0015,browsing,hard,2,Made in the USA or Imported,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0015,browsing,soft,1,Ethylene Vinyl Acetate sole,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0015,browsing,soft,2,Shaft measures approximately 8#inches from arch,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0016,browsing,hard,1,leather,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0016,browsing,hard,2,Imported,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0016,browsing,soft,1,Rubber sole,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0016,browsing,soft,2,Shaft measures approximately ankle-high from arch,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0017,buying,hard,1,leather,material,"[""material""]",False,material,1,False,False,False,False,True,True
public_0017,buying,hard,2,color: red,color,"[""color""]",False,color,2,True,False,False,False,True,True
public_0017,buying,soft,1,Leather,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0017,buying,soft,2,Leather lining,material,"[""material""]",False,material,3,False,False,False,False,True,True
public_0018,buying,hard,1,polyester,material,"[""material""]",False,material,1,False,False,False,False,True,True
public_0018,buying,hard,2,"Modal,Polyester,Cotton",material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0018,buying,soft,1,Pull On closure,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0018,buying,soft,2,"Material: 95%Cotton & 5%Polyester - Made of Superior Quality Modal Fiber, Ultra Light-Weight, Soft & Smooth, Feels Really Comfortable, Which Keep You Cool & Dry All Day Long",material,"[""material""]",False,material,3,False,False,False,False,True,True
public_0019,browsing,hard,1,Rubber sole,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0019,browsing,hard,2,"Shaft measures approximately 5.5"" from arch",feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0019,browsing,soft,1,"Platform measures approximately 0.5""",feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0019,browsing,soft,2,"Boot opening measures approximately 6.5"" around",feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0020,buying,hard,1,cotton,material,"[""material""]",False,material,1,False,False,False,False,True,True
public_0020,buying,hard,2,color: grey,color,"[""color""]",False,color,2,True,False,False,False,True,True
public_0020,buying,soft,1,"Solid colors: 100% Cotton; Heather Grey: 90% Cotton, 10% Polyester; All Other Heathers: 50% Cotton, 50% Polyester",material,"[""material"", ""color""]",True,material,2,True,True,False,False,True,True
public_0020,buying,soft,2,Imported,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0021,browsing,hard,1,polyester,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0021,browsing,hard,2,"98% Polyester, 2% Spandex",material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0021,browsing,soft,1,Imported,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0021,browsing,soft,2,Zipper closure,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0022,buying,hard,1,fabric,material,"[""material""]",False,material,1,False,False,False,False,True,True
public_0022,buying,hard,2,"Fabric: 100% Cotton, Soft, Comfy, Breathable and keep you cool",material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0022,buying,soft,1,Imported,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0022,buying,soft,2,Pull On closure,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0023,intent_override,hard,1,Hand Wash Only,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0023,intent_override,hard,2,Item model number: G796,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0023,intent_override,soft,1,Department: Womens,style,"[""style""]",False,style,3,False,False,False,False,True,True
public_0023,intent_override,soft,2,"Date First Available: March 19, 2021",feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0024,buying,hard,1,rayon,material,"[""material""]",False,material,1,False,False,False,False,True,True
public_0024,buying,hard,2,100 rayon,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0024,buying,soft,1,Machine Wash,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0024,buying,soft,2,BOHOSTYLE: Your womens off shoulder jumpsuit has an exaggerated loose fit with beautiful embroidery. It is perfect if you want to keep up with the latest trends without sacrificing,style,"[""style""]",False,style,3,False,False,False,False,True,True
public_0025,browsing,hard,1,spandex,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0025,browsing,hard,2,65%Polyester30%Viscose5%Spandex,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0025,browsing,soft,1,Imported,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0025,browsing,soft,2,Hook and Eye closure,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0026,buying,hard,1,100% Synthetic,feature,"[""feature""]",False,feature,1,False,False,False,False,True,True
public_0026,buying,hard,2,Imported,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0026,buying,soft,1,Rubber sole,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0026,buying,soft,2,Shaft measures approximately low-top from arch,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0027,buying,hard,1,cotton,material,"[""material""]",False,material,1,False,False,False,False,True,True
public_0027,buying,hard,2,"73% Cotton, 25% Polyester, 2% Spandex",material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0027,buying,soft,1,Imported,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0027,buying,soft,2,Zipper fly with button closure,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0028,buying,hard,1,leather,material,"[""material""]",False,material,1,False,False,False,False,True,True
public_0028,buying,hard,2,color: black,color,"[""color""]",False,color,2,True,False,False,False,True,True
public_0028,buying,soft,1,Leather,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0028,buying,soft,2,Polyester lining,material,"[""material""]",False,material,3,False,False,False,False,True,True
public_0029,buying,hard,1,fabric,material,"[""material""]",False,material,1,False,False,False,False,True,True
public_0029,buying,hard,2,"Back for a second time, it's the ever comfy, ever stylish Yoga Sling 2 sandal from Sanuk®. A sandal that's a flexible as you—win!",feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0029,buying,soft,1,"New lightweight, two-way stretch knit upper with sling comfort construction",feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0029,buying,soft,2,Sealed edge footbed made from real yoga mats,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0030,buying,hard,1,polyester,material,"[""material""]",False,material,1,False,False,False,False,True,True
public_0030,buying,hard,2,"Polyester,Polar Fleece",material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0030,buying,soft,1,Button closure,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0030,buying,soft,2,Hand Wash Only,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0031,buying,hard,1,cotton,material,"[""material""]",False,material,1,False,False,False,False,True,True
public_0031,buying,hard,2,"78% Cotton, 20% Polyester, 2% Elastane",material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0031,buying,soft,1,Imported,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0031,buying,soft,2,Zipper closure,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0032,buying,hard,1,cotton,material,"[""material""]",False,material,1,False,False,False,False,True,True
public_0032,buying,hard,2,100% Cotton,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0032,buying,soft,1,Pull On closure,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0032,buying,soft,2,Hand Wash Only,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0033,browsing,hard,1,fabric,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0033,browsing,hard,2,Mesh Fabric,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0033,browsing,soft,1,Imported,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0033,browsing,soft,2,MD + Air Cushion sole,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0034,intent_override,hard,1,leather,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0034,intent_override,hard,2,Rubber sole,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0034,intent_override,soft,1,"Cowhide Leather,Rubber Sole,Hand-Sewn Loafers for Women",material,"[""material""]",False,material,3,False,False,False,False,True,True
public_0034,intent_override,soft,2,"Leather Loafers Women:can be bend and curled in 360°,soft and comfortable",material,"[""material""]",False,material,3,False,False,False,False,True,True
public_0035,boundary,hard,1,fabric,material,"[""material""]",False,material,3,False,False,False,False,True,True
public_0035,boundary,hard,2,100% Textile,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0035,boundary,soft,1,Imported,feature,"[""feature""]",False,feature,4,False,False,False,False,True,True
public_0035,boundary,soft,2,Rubber sole,feature,"[""feature""]",False,feature,4,False,False,False,False,True,True
public_0036,browsing,hard,1,leather,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0036,browsing,hard,2,color: pink,color,"[""color""]",False,color,2,True,False,False,False,True,True
public_0036,browsing,soft,1,"DAILY JEWELRY SET: 47 Pairs earrings in 1 collection Box, Various trendy styles, hoop earrings, drop earrings, dangle earrings,stud earrings, offer you many options to wear, Chic d",style,"[""style""]",False,style,3,False,False,False,False,True,True
public_0036,browsing,soft,2,"FASHIONABLE EARRINGS BULK: Each pair of the earrings is carefully selected from the most popular earrings favored by customers.These fashion dangle earring set including butterfly,",color,"[""color""]",False,color,3,False,True,False,False,True,True
public_0037,browsing,hard,1,cotton,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0037,browsing,hard,2,Imported,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0037,browsing,soft,1,Pull On closure,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0037,browsing,soft,2,Machine Wash,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0038,intent_override,hard,1,Textile,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0038,intent_override,hard,2,Made in the USA or Imported,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0038,intent_override,soft,1,Synthetic sole,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0038,intent_override,soft,2,Lace Slip On Sneaker,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0039,browsing,hard,1,polyester,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0039,browsing,hard,2,"80% Polyester, 20% Spandex",material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0039,browsing,soft,1,Zipper closure,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0039,browsing,soft,2,Hand Wash Only,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0040,browsing,hard,1,cotton,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0040,browsing,hard,2,color: black,color,"[""color""]",False,color,2,True,False,False,False,True,True
public_0040,browsing,soft,1,100% Cotton,material,"[""material""]",False,material,3,False,False,False,False,True,True
public_0040,browsing,soft,2,Imported,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0041,boundary,hard,1,polyester,material,"[""material""]",False,material,3,False,False,False,False,True,True
public_0041,boundary,hard,2,3X women tops care: Hand wash or machine wash in gentle; Hang to dry; No ironing; No shrinkage,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0041,boundary,soft,1,进口,feature,"[""feature""]",False,feature,4,False,False,False,False,True,True
public_0041,boundary,soft,2,Pull On closure,feature,"[""feature""]",False,feature,4,False,False,False,False,True,True
public_0042,buying,hard,1,Imported,feature,"[""feature""]",False,feature,1,False,False,False,False,True,True
public_0042,buying,hard,2,color: green,color,"[""color""]",False,color,2,True,False,False,False,True,True
public_0042,buying,soft,1,Gold-tone 18mm stainless steel expansion band fits up to 8-inch wrist circumference,style,"[""style""]",False,style,2,False,False,False,False,True,True
public_0042,buying,soft,2,"100-hour chronograph with lap & split times; month, day & date calendar",feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0043,browsing,hard,1,cotton,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0043,browsing,hard,2,"60% Cotton, 23% Viscose, 16% Polyester, 1% Elastane",material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0043,browsing,soft,1,Imported,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0043,browsing,soft,2,Zipper closure,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0044,buying,hard,1,fabric,material,"[""material""]",False,material,1,False,False,False,False,True,True
public_0044,buying,hard,2,"Polyester,Spandex",material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0044,buying,soft,1,Rope closure,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0044,buying,soft,2,"【100% chlorine-resistant durable】KGKE mens swimming jammer swimsuit have 4-Level chlorine resistant fabric,worth to prevent chaffing and fadding.FBT fabrics keep shape retention af",material,"[""material""]",False,material,3,False,False,False,False,True,True
public_0045,buying,hard,1,polyester,material,"[""material""]",False,material,1,False,False,False,False,True,True
public_0045,buying,hard,2,"95% Polyester, 5% Spandex",material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0045,buying,soft,1,Imported,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0045,buying,soft,2,Button closure,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0046,intent_override,hard,1,wool,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0046,intent_override,hard,2,"44% Acrylic, 28% Cotton, 20% Merino Wool, 8% Polyester",material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0046,intent_override,soft,1,Imported,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0046,intent_override,soft,2,No Closure closure,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0047,browsing,hard,1,polyester,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0047,browsing,hard,2,color: pink,color,"[""color""]",False,color,2,True,False,False,False,True,True
public_0047,browsing,soft,1,100% Polyester,material,"[""material""]",False,material,3,False,False,False,False,True,True
public_0047,browsing,soft,2,Adjustable closure,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0048,browsing,hard,1,100% Synthetic,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0048,browsing,hard,2,Rubber sole,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0048,browsing,soft,1,FEATURES: Infinity style cleats are constructed from durable synthetic materials that are water resistant. Easily adjustable laces allow these shoes to easily form to your foot,style,"[""style""]",False,style,3,False,False,False,False,True,True
public_0048,browsing,soft,2,RUGGED OUTSOLE: Our flexible rubber outsoles have a two tone design and feature rugged studs to aid with traction on turf and outdoor fields,use_case,"[""use_case""]",False,use_case,3,False,False,False,False,True,True
public_0049,browsing,hard,1,leather,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0049,browsing,hard,2,color: brown,color,"[""color""]",False,color,2,True,False,False,False,True,True
public_0049,browsing,soft,1,Rubber sole,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0049,browsing,soft,2,"👟BEST MATERIAL.These mens shoes casual slip on has premium microfiber leather upper,soft rubber sole.It's a good choice for outdoor all season",material,"[""material"", ""use_case""]",True,material,3,False,False,False,False,True,True
public_0050,boundary,hard,1,leather,material,"[""material""]",False,material,3,False,False,False,False,True,True
public_0050,boundary,hard,2,100% Leather,material,"[""material""]",False,material,3,False,False,False,False,True,True
public_0050,boundary,soft,1,EVA/Rubber sole,feature,"[""feature""]",False,feature,4,False,False,False,False,True,True
public_0050,boundary,soft,2,Shaft measures approximately 6inch from arch,feature,"[""feature""]",False,feature,4,False,False,False,False,True,True
public_0051,browsing,hard,1,Rubber sole,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0051,browsing,hard,2,Skechers Go Walk 5-True shoe is designed with high-rebound comfort pillar technology underfoot that reacts to your every step for the ultimate comfort,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0051,browsing,soft,1,Our Go Walk 5-True shoe is made with Skechers Air Cooled Goga Mat a breathable insole that provides high-rebound cushioning,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0051,browsing,soft,2,Our Skechers shoe provides a dual density outsole for added stability and support,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0052,intent_override,hard,1,polyester,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0052,intent_override,hard,2,60% polyester,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0052,intent_override,soft,1,Button closure,feature,"[""feature""]",False,feature,4,False,False,False,False,True,True
public_0052,intent_override,soft,2,Hand Wash Only,feature,"[""feature""]",False,feature,4,False,False,False,False,True,True
public_0053,buying,hard,1,leather,material,"[""material""]",False,material,1,False,False,False,False,True,True
public_0053,buying,hard,2,color: black,color,"[""color""]",False,color,2,True,False,False,False,True,True
public_0053,buying,soft,1,Leather lining,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0053,buying,soft,2,Dry Cloth Clean,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0054,buying,hard,1,fabric,material,"[""material""]",False,material,1,False,False,False,False,True,True
public_0054,buying,hard,2,Soft Fabric,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0054,buying,soft,1,Pull On closure,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0054,buying,soft,2,Machine Wash,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0055,browsing,hard,1,100% Croslite Foam,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0055,browsing,hard,2,Imported,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0055,browsing,soft,1,Ethylene Vinyl Acetate sole,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0055,browsing,soft,2,"Shaft measures approximately 1"" from arch",feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0056,browsing,hard,1,cotton,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0056,browsing,hard,2,"Solids: 100% Cotton; Heathers: 60% Cotton, 40% Polyester",material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0056,browsing,soft,1,Imported,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0056,browsing,soft,2,No Closure closure,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0057,browsing,hard,1,100% Croslite,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0057,browsing,hard,2,Imported,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0057,browsing,soft,1,Ethylene Vinyl Acetate sole,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0057,browsing,soft,2,Shaft measures approximately 0#inches from arch,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0058,buying,hard,1,polyester,material,"[""material""]",False,material,1,False,False,False,False,True,True
public_0058,buying,hard,2,100% Polyester,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0058,buying,soft,1,Imported,feature,"[""feature""]",False,feature,2,False,False,False,False,True,True
public_0058,buying,soft,2,Zipper closure,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0059,browsing,hard,1,nylon,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0059,browsing,hard,2,62.4% Nylon 37.6% Spandex,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0059,browsing,soft,1,Imported,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0059,browsing,soft,2,Pull On closure,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0060,browsing,hard,1,cotton,material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0060,browsing,hard,2,"55% Cotton, 45% Polyester",material,"[""material""]",False,material,2,False,False,False,False,True,True
public_0060,browsing,soft,1,Imported,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0060,browsing,soft,2,Drawstring Waist closure,feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
public_0061,buying,hard,1,Snap closure,feature,"[""feature""]",False,feature,1,False,False,False,False,True,True
public_0061,buying,hard,2,color: black,color,"[""color""]",False,color,2,True,False,False,False,True,True
public_0061,buying,soft,1,"Sold by piece! 14g nose hoop ring size: 14 gauge (ring thickness: 1.6mm), inner diameter 6mm (15/64"" ).Gauge means the thickness of the hoop.Please decide the gauge firstly (measur",size,"[""size""]",False,size,2,False,False,False,False,True,True
public_0061,buying,soft,2,"This hinged nose ring hoop is very easy to put in and close and you can't see the seams, comfortable to wear without sharp edge. It spins completely, makes for easy cleaning. You c",feature,"[""feature""]",False,feature,3,False,False,False,False,True,True
