sample_id,split,turn,stage,clarification,category,intent_seed,specificity,typed_constraints,negations,profile_tags,asked_attributes,exp7_identity_top_10,oracle_joined_after_freeze,oracle_scenario_type
public_0002,evaluation,1,structured_identity,fixed_other,Accessories Belts,buying,mixed,"[{""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 1, ""strength"": 0.7, ""value"": ""Buckle closure""}]",[],"[""fit"", ""comfort"", ""style""]",[],"[""B07QR2XRSJ"", ""B082TKGYN1"", ""B07Z28Y2V5"", ""B096BCG6F2"", ""B07JBK5KBV"", ""B0BX2RMJ54"", ""B0913DGMQ1"", ""B00DUIGEBI"", ""B078HG9KCY"", ""B00EVB8AKG""]",True,intent_override
public_0002,evaluation,2,structured_identity,fixed_other,Accessories Belts,buying,specific,"[{""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 1, ""strength"": 0.7, ""value"": ""Buckle closure""}, {""explicit"": false, ""hard"": false, ""kind"": ""material"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 2, ""strength"": 0.7, ""value"": ""leather""}, {""explicit"": false, ""hard"": false, ""kind"": ""material"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 2, ""strength"": 0.7, ""value"": ""100% Leather""}]",[],"[""fit"", ""comfort"", ""style""]",[],"[""B0913DGMQ1"", ""B078BB4ZJZ"", ""B091DZK1XF"", ""B072M9PJ3H"", ""B0058VB3AM"", ""B078HG9KCY"", ""B00I1080VW"", ""B071P5SP48"", ""B0062ODJAG"", ""B07RQBD7MY""]",True,intent_override
public_0002,evaluation,3,structured_identity,fixed_other,Accessories Belts,buying,specific,"[{""explicit"": false, ""hard"": false, ""kind"": ""material"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 2, ""strength"": 0.7, ""value"": ""leather""}, {""explicit"": false, ""hard"": false, ""kind"": ""material"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 2, ""strength"": 0.7, ""value"": ""100% Leather""}]","[{""explicit"": true, ""hard"": true, ""kind"": ""feature"", ""negated"": true, ""source"": ""negation_or_replacement"", ""source_turn"": 3, ""strength"": 1.0, ""value"": ""Buckle closure""}]","[""fit"", ""comfort"", ""style""]",[],"[""B078BB4ZJZ"", ""B07RW633ZF"", ""B00DR05848"", ""B0913DGMQ1"", ""B00EBGJEUG"", ""B091DZK1XF"", ""B06Y1RWRYH"", ""B000MKK9VI"", ""B0058VB3AM"", ""B071X54486""]",True,intent_override
public_0002,evaluation,4,structured_identity,fixed_other,Accessories Belts,buying,specific,"[{""explicit"": false, ""hard"": false, ""kind"": ""material"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 2, ""strength"": 0.7, ""value"": ""leather""}, {""explicit"": false, ""hard"": false, ""kind"": ""material"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 2, ""strength"": 0.7, ""value"": ""100% Leather""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 4, ""strength"": 0.7, ""value"": ""Imported""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 4, ""strength"": 0.7, ""value"": ""Buckle closure""}]","[{""explicit"": true, ""hard"": true, ""kind"": ""feature"", ""negated"": true, ""source"": ""negation_or_replacement"", ""source_turn"": 3, ""strength"": 1.0, ""value"": ""Buckle closure""}]","[""fit"", ""comfort"", ""style""]",[],"[""B07GDTGWX1"", ""B071X54486"", ""B016B07WZI"", ""B072M9PJ3H"", ""B01N2LFP2K"", ""B0C5F4BMLV"", ""B00I1080VW"", ""B01N5PZ42P"", ""B07MB6TNJ8"", ""B00APLPSZ6""]",True,intent_override
public_0002,evaluation,5,structured_identity,fixed_other,Accessories Belts,buying,specific,"[{""explicit"": false, ""hard"": false, ""kind"": ""material"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 2, ""strength"": 0.7, ""value"": ""leather""}, {""explicit"": false, ""hard"": false, ""kind"": ""material"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 2, ""strength"": 0.7, ""value"": ""100% Leather""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 4, ""strength"": 0.7, ""value"": ""Imported""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 4, ""strength"": 0.7, ""value"": ""Buckle closure""}]","[{""explicit"": true, ""hard"": true, ""kind"": ""feature"", ""negated"": true, ""source"": ""negation_or_replacement"", ""source_turn"": 3, ""strength"": 1.0, ""value"": ""Buckle closure""}]","[""fit"", ""comfort"", ""style""]",[],"[""B07GDTGWX1"", ""B071X54486"", ""B016B07WZI"", ""B072M9PJ3H"", ""B01N2LFP2K"", ""B0C5F4BMLV"", ""B00I1080VW"", ""B01N5PZ42P"", ""B07MB6TNJ8"", ""B00APLPSZ6""]",True,intent_override
public_0002,evaluation,6,structured_identity,fixed_other,Accessories Belts,buying,specific,"[{""explicit"": false, ""hard"": false, ""kind"": ""material"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 2, ""strength"": 0.7, ""value"": ""leather""}, {""explicit"": false, ""hard"": false, ""kind"": ""material"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 2, ""strength"": 0.7, ""value"": ""100% Leather""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 4, ""strength"": 0.7, ""value"": ""Imported""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 4, ""strength"": 0.7, ""value"": ""Buckle closure""}]","[{""explicit"": true, ""hard"": true, ""kind"": ""feature"", ""negated"": true, ""source"": ""negation_or_replacement"", ""source_turn"": 3, ""strength"": 1.0, ""value"": ""Buckle closure""}]","[""fit"", ""comfort"", ""style""]",[],"[""B07GDTGWX1"", ""B071X54486"", ""B016B07WZI"", ""B072M9PJ3H"", ""B01N2LFP2K"", ""B0C5F4BMLV"", ""B00I1080VW"", ""B01N5PZ42P"", ""B07MB6TNJ8"", ""B00APLPSZ6""]",True,intent_override
public_0002,evaluation,7,structured_identity,fixed_other,Accessories Belts,buying,specific,"[{""explicit"": false, ""hard"": false, ""kind"": ""material"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 2, ""strength"": 0.7, ""value"": ""leather""}, {""explicit"": false, ""hard"": false, ""kind"": ""material"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 2, ""strength"": 0.7, ""value"": ""100% Leather""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 4, ""strength"": 0.7, ""value"": ""Imported""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 4, ""strength"": 0.7, ""value"": ""Buckle closure""}]","[{""explicit"": true, ""hard"": true, ""kind"": ""feature"", ""negated"": true, ""source"": ""negation_or_replacement"", ""source_turn"": 3, ""strength"": 1.0, ""value"": ""Buckle closure""}]","[""fit"", ""comfort"", ""style""]",[],"[""B07GDTGWX1"", ""B071X54486"", ""B016B07WZI"", ""B072M9PJ3H"", ""B01N2LFP2K"", ""B0C5F4BMLV"", ""B00I1080VW"", ""B01N5PZ42P"", ""B07MB6TNJ8"", ""B00APLPSZ6""]",True,intent_override
public_0002,evaluation,8,structured_identity,fixed_other,Accessories Belts,buying,specific,"[{""explicit"": false, ""hard"": false, ""kind"": ""material"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 2, ""strength"": 0.7, ""value"": ""leather""}, {""explicit"": false, ""hard"": false, ""kind"": ""material"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 2, ""strength"": 0.7, ""value"": ""100% Leather""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 4, ""strength"": 0.7, ""value"": ""Imported""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 4, ""strength"": 0.7, ""value"": ""Buckle closure""}]","[{""explicit"": true, ""hard"": true, ""kind"": ""feature"", ""negated"": true, ""source"": ""negation_or_replacement"", ""source_turn"": 3, ""strength"": 1.0, ""value"": ""Buckle closure""}]","[""fit"", ""comfort"", ""style""]",[],"[""B07GDTGWX1"", ""B071X54486"", ""B016B07WZI"", ""B072M9PJ3H"", ""B01N2LFP2K"", ""B0C5F4BMLV"", ""B00I1080VW"", ""B01N5PZ42P"", ""B07MB6TNJ8"", ""B00APLPSZ6""]",True,intent_override
public_0002,evaluation,9,structured_identity,fixed_other,Accessories Belts,buying,specific,"[{""explicit"": false, ""hard"": false, ""kind"": ""material"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 2, ""strength"": 0.7, ""value"": ""leather""}, {""explicit"": false, ""hard"": false, ""kind"": ""material"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 2, ""strength"": 0.7, ""value"": ""100% Leather""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 4, ""strength"": 0.7, ""value"": ""Imported""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 4, ""strength"": 0.7, ""value"": ""Buckle closure""}]","[{""explicit"": true, ""hard"": true, ""kind"": ""feature"", ""negated"": true, ""source"": ""negation_or_replacement"", ""source_turn"": 3, ""strength"": 1.0, ""value"": ""Buckle closure""}]","[""fit"", ""comfort"", ""style""]",[],"[""B07GDTGWX1"", ""B071X54486"", ""B016B07WZI"", ""B072M9PJ3H"", ""B01N2LFP2K"", ""B0C5F4BMLV"", ""B00I1080VW"", ""B01N5PZ42P"", ""B07MB6TNJ8"", ""B00APLPSZ6""]",True,intent_override
public_0002,evaluation,10,structured_identity,fixed_other,Accessories Belts,buying,specific,"[{""explicit"": false, ""hard"": false, ""kind"": ""material"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 2, ""strength"": 0.7, ""value"": ""leather""}, {""explicit"": false, ""hard"": false, ""kind"": ""material"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 2, ""strength"": 0.7, ""value"": ""100% Leather""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 4, ""strength"": 0.7, ""value"": ""Imported""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 4, ""strength"": 0.7, ""value"": ""Buckle closure""}]","[{""explicit"": true, ""hard"": true, ""kind"": ""feature"", ""negated"": true, ""source"": ""negation_or_replacement"", ""source_turn"": 3, ""strength"": 1.0, ""value"": ""Buckle closure""}]","[""fit"", ""comfort"", ""style""]",[],"[""B07GDTGWX1"", ""B071X54486"", ""B016B07WZI"", ""B072M9PJ3H"", ""B01N2LFP2K"", ""B0C5F4BMLV"", ""B00I1080VW"", ""B01N5PZ42P"", ""B07MB6TNJ8"", ""B00APLPSZ6""]",True,intent_override
public_0003,calibration,1,structured_identity,fixed_other,Watches Wrist Watches,buying,mixed,"[{""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 1, ""strength"": 0.7, ""value"": ""Stainless Steel Band""}]",[],"[""material"", ""fit""]",[],"[""B07CYNQZ3Z"", ""B089JY2X5D"", ""B0196A59GY"", ""B09L668B8V"", ""B08R3J6GRL"", ""B01NCJGY9P"", ""B017X96YW8"", ""B00X5KA1OW"", ""B07K2Q1N4B"", ""B000XQIC6K""]",True,intent_override
public_0003,calibration,2,structured_identity,fixed_other,Watches Wrist Watches,buying,specific,"[{""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 1, ""strength"": 0.7, ""value"": ""Stainless Steel Band""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 2, ""strength"": 0.7, ""value"": ""Water Resistant""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 2, ""strength"": 0.7, ""value"": ""3 Year Battery""}]",[],"[""material"", ""fit""]",[],"[""B09YMTWDXJ"", ""B07CYNQZ3Z"", ""B07MXQ9K42"", ""B08R3J6GRL"", ""B000GX3IIM"", ""B079JZ3GDX"", ""B07CQHXB6X"", ""B00F2DI4JE"", ""B000XQIC6K"", ""B0078K35GG""]",True,intent_override
public_0003,calibration,3,structured_identity,fixed_other,Watches Wrist Watches,buying,specific,"[{""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 2, ""strength"": 0.7, ""value"": ""Water Resistant""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 2, ""strength"": 0.7, ""value"": ""3 Year Battery""}]","[{""explicit"": true, ""hard"": true, ""kind"": ""feature"", ""negated"": true, ""source"": ""negation_or_replacement"", ""source_turn"": 3, ""strength"": 1.0, ""value"": ""Stainless Steel Band""}]","[""material"", ""fit""]",[],"[""B09YMTWDXJ"", ""B004XF7NH6"", ""B07MXQ9K42"", ""B0084HZUAG"", ""B00TQHI6ZO"", ""B07CYNQZ3Z"", ""B07PCRXPQ6"", ""B005OB6P4U"", ""B00N0IMUZC"", ""B0007X9F7O""]",True,intent_override
